Test,Method,G,p_false_positive,se,ci_low,ci_high,rho,lambda,calibration_G,n_sim
Scalar region null,Conventional,143395,0.7518,0.0061089567030713195,0.7398264448619802,0.7637735551380198,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,144839,0.0378,0.002697078419327106,0.03251372629811887,0.04308627370188113,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,144839,0.7518,0.0061089567030713195,0.7398264448619802,0.7637735551380198,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,146299,0.0378,0.002697078419327106,0.03251372629811887,0.04308627370188113,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,146299,0.752,0.00610730709887754,0.7400296780862,0.7639703219138,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,147773,0.0378,0.002697078419327106,0.03251372629811887,0.04308627370188113,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,147773,0.7522,0.006105655738739288,0.740232914752071,0.764167085247929,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,149262,0.0378,0.002697078419327106,0.03251372629811887,0.04308627370188113,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,149262,0.7522,0.006105655738739288,0.740232914752071,0.764167085247929,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,150766,0.0378,0.002697078419327106,0.03251372629811887,0.04308627370188113,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,150766,0.7524,0.006104002621231417,0.7404361548623863,0.7643638451376136,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,152285,0.0378,0.002697078419327106,0.03251372629811887,0.04308627370188113,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,152285,0.7528,0.006100691108390917,0.7408426454275538,0.7647573545724462,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,153819,0.0378,0.002697078419327106,0.03251372629811887,0.04308627370188113,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,153819,0.7534,0.0060957106230529025,0.7414524071788162,0.7653475928211837,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,155369,0.0378,0.002697078419327106,0.03251372629811887,0.04308627370188113,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,155369,0.7534,0.0060957106230529025,0.7414524071788162,0.7653475928211837,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,156934,0.0378,0.002697078419327106,0.03251372629811887,0.04308627370188113,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,156934,0.7536,0.006094046931227228,0.7416556680147947,0.7655443319852054,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,158515,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,158515,0.7542,0.006089045245356615,0.742265471319101,0.7661345286808989,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,160112,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,160112,0.755,0.006082351518943968,0.7430785910228699,0.7669214089771301,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,161726,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,161726,0.755,0.006082351518943968,0.7430785910228699,0.7669214089771301,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,163355,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,163355,0.755,0.006082351518943968,0.7430785910228699,0.7669214089771301,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,165001,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,165001,0.755,0.006082351518943968,0.7430785910228699,0.7669214089771301,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,166663,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,166663,0.7554,0.0060789939957200155,0.7434851717683887,0.7673148282316112,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,168343,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,168343,0.7556,0.006077312563954563,0.7436884673746491,0.767511532625351,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,170039,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,170039,0.7558,0.006075629350116743,0.7438917664737712,0.7677082335262289,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,171752,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,171752,0.7558,0.006075629350116743,0.7438917664737712,0.7677082335262289,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,173483,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,173483,0.7564,0.006070569001337519,0.7445016847573784,0.7682983152426215,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,175230,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,175230,0.7568,0.006067186497875271,0.7449083144641645,0.7686916855358356,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,176996,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,176996,0.7568,0.006067186497875271,0.7449083144641645,0.7686916855358356,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,178779,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,178779,0.7568,0.006067186497875271,0.7449083144641645,0.7686916855358356,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,180581,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,180581,0.7568,0.006067186497875271,0.7449083144641645,0.7686916855358356,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,182400,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,182400,0.7568,0.006067186497875271,0.7449083144641645,0.7686916855358356,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,184238,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,184238,0.757,0.0060654925603779285,0.7451116345816593,0.7688883654183407,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,186094,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,186094,0.7578,0.006058698870219578,0.7459249502143697,0.7696750497856304,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,187969,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,187969,0.7584,0.0060535847231206735,0.7465349739426834,0.7702650260573165,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,189863,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,189863,0.7586,0.0060518764032323055,0.7467383222496647,0.7704616777503354,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,191776,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,191776,0.759,0.006048454348013218,0.7471450294778941,0.7708549705221059,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,193708,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,193708,0.7594,0.006045025061982787,0.7475517508785137,0.7712482491214863,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,195660,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,195660,0.7594,0.006045025061982787,0.7475517508785137,0.7712482491214863,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,197631,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,197631,0.7598,0.006041588532828101,0.747958486475657,0.7716415135243431,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,199623,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,199623,0.7598,0.006041588532828101,0.747958486475657,0.7716415135243431,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,201634,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,201634,0.7598,0.006041588532828101,0.747958486475657,0.7716415135243431,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,203665,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,203665,0.76,0.0060398675482166,0.7481618596054955,0.7718381403945045,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,205717,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,205717,0.7604,0.0060364201311704615,0.7485686165429059,0.7722313834570941,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,207790,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,207790,0.7604,0.0060364201311704615,0.7485686165429059,0.7722313834570941,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,209884,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,209884,0.761,0.006031235362676538,0.749178778689154,0.7728212213108461,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,211998,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,211998,0.7612,0.006029503462143463,0.7493821732141988,0.7730178267858012,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,214134,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,214134,0.7612,0.006029503462143463,0.7493821732141988,0.7730178267858012,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,216292,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,216292,0.7612,0.006029503462143463,0.7493821732141988,0.7730178267858012,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,218471,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,218471,0.7612,0.006029503462143463,0.7493821732141988,0.7730178267858012,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,220672,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,220672,0.7614,0.006027769736809793,0.7495855713158528,0.7732144286841471,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,222896,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,222896,0.7614,0.006027769736809793,0.7495855713158528,0.7732144286841471,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,225142,0.038,0.0027039230758288966,0.03270031077137536,0.043299689228624635,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,225142,0.7618,0.006024296805437129,0.7499923782613432,0.7736076217386568,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,227410,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,227410,0.7618,0.006024296805437129,0.7499923782613432,0.7736076217386568,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,229701,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,229701,0.7618,0.006024296805437129,0.7499923782613432,0.7736076217386568,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,232016,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,232016,0.7622,0.006020816555916648,0.7503991995504034,0.7740008004495966,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,234353,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,234353,0.7628,0.006015582432316924,0.7510094584326589,0.7745905415673412,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,236714,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,236714,0.7632,0.006012083831750852,0.7514163156897683,0.7749836843102317,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,239100,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,239100,0.764,0.0060050645292119885,0.7522300735227445,0.7757699264772555,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,241509,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,241509,0.7644,0.006001543801389773,0.752636974149276,0.7761630258507239,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,243942,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,243942,0.7646,0.005999780662657595,0.752840429901191,0.7763595700988088,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,246400,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,246400,0.7648,0.005998015671870156,0.7530438892831345,0.7765561107168656,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,248882,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,248882,0.765,0.005996248827392005,0.7532473522983116,0.7767526477016884,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,251390,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,251390,0.7654,0.005992709570803511,0.7536542892412251,0.7771457107587748,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,253923,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,253923,0.7658,0.005989162879735364,0.7540612407557187,0.7775387592442814,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,256481,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,256481,0.766,0.005987386742143854,0.7542647219853981,0.777735278014602,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,259065,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,259065,0.7662,0.005985608740971966,0.7544682068676949,0.7779317931323051,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,261676,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,261676,0.7668,0.005980263539343396,0.755078683462887,0.7785213165371131,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,264312,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,264312,0.767,0.005978478067200715,0.7552821829882866,0.7787178170117134,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,266975,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,266975,0.767,0.005978478067200715,0.7552821829882866,0.7787178170117134,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,269665,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,269665,0.767,0.005978478067200715,0.7552821829882866,0.7787178170117134,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,272382,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,272382,0.7672,0.0059766907231343334,0.7554856861826567,0.7789143138173433,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,275126,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,275126,0.7676,0.005973110412507038,0.7558927035914862,0.7793072964085137,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,277899,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,277899,0.7678,0.005971317442574963,0.7560962178125531,0.779503782187447,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,280699,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,280699,0.7682,0.005967725865017594,0.7565032573045655,0.7798967426954345,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,283527,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,283527,0.7682,0.005967725865017594,0.7565032573045655,0.7798967426954345,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,286383,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,286383,0.7684,0.005965927253998325,0.7567067825821633,0.7800932174178367,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,289269,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,289269,0.7686,0.005964126759216306,0.756910311551936,0.7802896884480639,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,292183,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,292183,0.7686,0.005964126759216306,0.756910311551936,0.7802896884480639,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,295127,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,295127,0.7688,0.0059623243789649685,0.7571138442172287,0.7804861557827714,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,298101,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,298101,0.7692,0.0059587139552087914,0.7575209206477908,0.7808790793522092,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,301104,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,301104,0.7694,0.0059569059082715085,0.7577244644197878,0.7810755355802121,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,304138,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,304138,0.7694,0.0059569059082715085,0.7577244644197878,0.7810755355802121,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,307202,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,307202,0.7698,0.005953284135668311,0.7581315630940901,0.78146843690591,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,310298,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,310298,0.7706,0.005946017827083939,0.7589458050589154,0.7822541949410845,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,313424,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,313424,0.7706,0.005946017827083939,0.7589458050589154,0.7822541949410845,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,316582,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,316582,0.771,0.0059423732632678,0.7593529484039951,0.7826470515960049,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,319772,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,319772,0.7716,0.005936892116250724,0.7599636914521485,0.7832363085478514,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,322994,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,322994,0.772,0.005933228463492704,0.7603708722115543,0.7836291277884457,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,326248,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,326248,0.772,0.005933228463492704,0.7603708722115543,0.7836291277884457,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,329535,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,329535,0.7724,0.005929557150411826,0.7607780679851928,0.7840219320148072,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,332855,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,332855,0.7728,0.005925878162770476,0.7611852788009699,0.7844147211990302,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,336209,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,336209,0.773,0.005924035786522563,0.7613888898584158,0.7846111101415842,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,339596,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,339596,0.7734,0.005920345260202313,0.7617961232900035,0.7850038767099965,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,343018,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,343018,0.7736,0.005918497106529664,0.7619997456712018,0.7852002543287981,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,346474,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,346474,0.7742,0.005912941061772897,0.7626106355189252,0.7857893644810748,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,349965,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,349965,0.7748,0.005907367603256123,0.763221559497618,0.786378440502382,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,353491,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,353491,0.7748,0.005907367603256123,0.763221559497618,0.786378440502382,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,357053,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,357053,0.775,0.005905505905508858,0.7634252084252027,0.7865747915747974,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,360650,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,360650,0.7752,0.005903642265584865,0.7636288611594537,0.7867711388405463,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,364284,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,364284,0.7758,0.00589803967433248,0.7642398422383084,0.7873601577616917,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,367954,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,367954,0.776,0.005896168247260249,0.7644435102353699,0.7875564897646301,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,371662,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,371662,0.7762,0.005894294868769291,0.7646471820572122,0.7877528179427878,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,375406,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,375406,0.7762,0.005894294868769291,0.7646471820572122,0.7877528179427878,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,379189,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,379189,0.7768,0.005888663006150038,0.765258220507946,0.7883417794920541,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,383009,0.0382,0.002710747498384901,0.03288693490316559,0.043513065096834405,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,383009,0.7772,0.005884898639738836,0.7656655986661118,0.7887344013338882,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,386868,0.0384,0.0027175518394319544,0.03307359839471337,0.043726401605286624,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,386868,0.7778,0.005879237365509237,0.7662766947636019,0.7893233052363982,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,390766,0.0384,0.0027175518394319544,0.03307359839471337,0.043726401605286624,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,390766,0.778,0.005877346339973509,0.7664804011736519,0.7895195988263481,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,394703,0.0384,0.0027175518394319544,0.03307359839471337,0.043726401605286624,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,394703,0.7782,0.005875453344210981,0.7666841114453464,0.7897158885546536,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,398680,0.0384,0.0027175518394319544,0.03307359839471337,0.043726401605286624,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,398680,0.7782,0.005875453344210981,0.7666841114453464,0.7897158885546536,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,402697,0.0384,0.0027175518394319544,0.03307359839471337,0.043726401605286624,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,402697,0.7788,0.005869762516490765,0.7672952654676781,0.790304734532322,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,406754,0.0384,0.0027175518394319544,0.03307359839471337,0.043726401605286624,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,406754,0.779,0.005867861620726923,0.7674989912233753,0.7905010087766248,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,410853,0.0384,0.0027175518394319544,0.03307359839471337,0.043726401605286624,0.995,303.8730841675049,2500,5000
