Test,Method,G,p_false_positive,se,ci_low,ci_high,rho,lambda,calibration_G,n_sim
Multivariate region null,Conventional,1197,0.8564,0.004959416094662757,0.846679544454461,0.8661204555455391,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1209,0.012,0.0015398701243936126,0.00898185455618852,0.01501814544381148,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1209,0.8566,0.004956539922163444,0.8468851817525597,0.8663148182474404,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1221,0.012,0.0015398701243936126,0.00898185455618852,0.01501814544381148,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1221,0.8566,0.004956539922163444,0.8468851817525597,0.8663148182474404,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1234,0.012,0.0015398701243936126,0.00898185455618852,0.01501814544381148,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1234,0.8566,0.004956539922163444,0.8468851817525597,0.8663148182474404,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1246,0.012,0.0015398701243936126,0.00898185455618852,0.01501814544381148,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1246,0.857,0.0049507777166825015,0.8472964756753023,0.8667035243246977,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1259,0.0122,0.0015524921899964586,0.009157115307606942,0.01524288469239306,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1259,0.8572,0.004947891672217573,0.8475021323224535,0.8668978676775464,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1271,0.0124,0.0015650073482255604,0.009332585597477901,0.015467414402522098,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1271,0.8576,0.004942109670980602,0.8479134650448781,0.867286534955122,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1284,0.0124,0.0015650073482255604,0.009332585597477901,0.015467414402522098,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1284,0.8582,0.004933411801177762,0.8485305128696915,0.8678694871303084,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1297,0.0126,0.0015774181436765586,0.009508260438393945,0.015691739561606056,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1297,0.8584,0.004930505856400537,0.848736208521455,0.8680637914785451,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1310,0.0128,0.0015897270205919003,0.009684135039639876,0.015915864960360127,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1310,0.8584,0.004930505856400537,0.848736208521455,0.8680637914785451,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1323,0.0128,0.0015897270205919003,0.009684135039639876,0.015915864960360127,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1323,0.8588,0.004924683949249942,0.8491476194594701,0.8684523805405299,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1337,0.0128,0.0015897270205919003,0.009684135039639876,0.015915864960360127,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1337,0.859,0.00492176797502686,0.8493533347689474,0.8686466652310526,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1350,0.0128,0.0015897270205919003,0.009684135039639876,0.015915864960360127,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1350,0.859,0.00492176797502686,0.8493533347689474,0.8686466652310526,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1364,0.0128,0.0015897270205919003,0.009684135039639876,0.015915864960360127,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1364,0.859,0.00492176797502686,0.8493533347689474,0.8686466652310526,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1378,0.0128,0.0015897270205919003,0.009684135039639876,0.015915864960360127,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1378,0.8592,0.004918848645770675,0.8495590566542894,0.8688409433457105,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1391,0.0128,0.0015897270205919003,0.009684135039639876,0.015915864960360127,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1391,0.8592,0.004918848645770675,0.8495590566542894,0.8688409433457105,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1405,0.0128,0.0015897270205919003,0.009684135039639876,0.015915864960360127,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1405,0.8594,0.004915925955504211,0.8497647851272118,0.8690352148727883,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1420,0.0132,0.0016140483264140513,0.01003646528022846,0.01636353471977154,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1420,0.8594,0.004915925955504211,0.8497647851272118,0.8690352148727883,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1434,0.0136,0.0016379890109521492,0.010389541538533787,0.016810458461466213,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1434,0.8602,0.004904201464051004,0.85058776513046,0.86981223486954,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1448,0.0138,0.0016498218085599426,0.010566349255222512,0.017033650744777487,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1448,0.8604,0.004901261878332966,0.8507935267184674,0.8700064732815327,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1463,0.0138,0.0016498218085599426,0.010566349255222512,0.017033650744777487,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1463,0.8604,0.004901261878332966,0.8507935267184674,0.8700064732815327,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1478,0.014,0.0016615655268450895,0.010743331567383625,0.017256668432616376,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1478,0.8608,0.004895372508808701,0.8512050698827349,0.8703949301172651,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1493,0.014,0.0016615655268450895,0.010743331567383625,0.017256668432616376,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1493,0.861,0.004892422712726283,0.8514108514830565,0.8705891485169435,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1508,0.0142,0.0016732220414517615,0.010920484798754548,0.017479515201245452,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1508,0.861,0.004892422712726283,0.8514108514830565,0.8705891485169435,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1523,0.0144,0.0016847931623792875,0.011097805401736596,0.0177021945982634,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1523,0.8614,0.0048865128670658375,0.851822434780551,0.8709775652194491,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1538,0.015,0.0017190113437671084,0.011630737766216467,0.01836926223378353,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1538,0.8614,0.0048865128670658375,0.851822434780551,0.8709775652194491,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1554,0.015,0.0017190113437671084,0.011630737766216467,0.01836926223378353,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1554,0.8614,0.0048865128670658375,0.851822434780551,0.8709775652194491,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1569,0.015,0.0017190113437671084,0.011630737766216467,0.01836926223378353,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1569,0.8616,0.0048835528050795145,0.8520282365020442,0.8711717634979559,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1585,0.015,0.0017190113437671084,0.011630737766216467,0.01836926223378353,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1585,0.8618,0.004880589308679844,0.8522340449549876,0.8713659550450125,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1601,0.016,0.0017744858410255067,0.012522007751590007,0.019477992248409993,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1601,0.8618,0.004880589308679844,0.8522340449549876,0.8713659550450125,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1617,0.016,0.0017744858410255067,0.012522007751590007,0.019477992248409993,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1617,0.8622,0.004874651987578191,0.8526456821043467,0.8717543178956533,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1634,0.0164,0.0017961648031291561,0.012879516985866856,0.01992048301413315,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1634,0.8622,0.004874651987578191,0.8526456821043467,0.8717543178956533,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1650,0.0164,0.0017961648031291561,0.012879516985866856,0.01992048301413315,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1650,0.8626,0.004868700853410486,0.8530573463273154,0.8721426536726846,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1667,0.0168,0.0018175676053451217,0.013237567493523561,0.020362432506476437,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1667,0.8628,0.004865720090592963,0.8532631886224378,0.8723368113775622,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1683,0.017,0.0018281684823888635,0.013416789774517828,0.020583210225482172,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1683,0.863,0.004862735855462437,0.8534690377232936,0.8725309622767063,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1700,0.017,0.0018281684823888635,0.013416789774517828,0.020583210225482172,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1700,0.8632,0.004859748141622156,0.8536748936424206,0.8727251063575794,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1718,0.0174,0.001849174951160652,0.013775617095725121,0.02102438290427488,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1718,0.8632,0.004859748141622156,0.8536748936424206,0.8727251063575794,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1735,0.0174,0.001849174951160652,0.013775617095725121,0.02102438290427488,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1735,0.8634,0.004856756942652165,0.8538807563924017,0.8729192436075982,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1752,0.0174,0.001849174951160652,0.013775617095725121,0.02102438290427488,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1752,0.8634,0.004856756942652165,0.8538807563924017,0.8729192436075982,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1770,0.0178,0.0018699283408729864,0.014134940451888947,0.02146505954811105,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1770,0.8634,0.004856756942652165,0.8538807563924017,0.8729192436075982,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1788,0.018,0.0018802127539190876,0.014314783002318587,0.02168521699768141,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1788,0.8636,0.004853762252109182,0.854086625985866,0.873113374014134,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1806,0.018,0.0018802127539190876,0.014314783002318587,0.02168521699768141,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1806,0.8636,0.004853762252109182,0.854086625985866,0.873113374014134,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1824,0.0184,0.0019006020098905506,0.01467482006061452,0.022125179939385477,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1824,0.8644,0.0048417484445187784,0.8549101730487432,0.8738898269512567,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1842,0.0186,0.001910708769017403,0.014855010812725888,0.02234498918727411,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1842,0.8646,0.004838736198636995,0.8551160770506715,0.8740839229493286,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1861,0.019,0.0019307511491644903,0.0152157277476376,0.0227842722523624,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1861,0.8646,0.004838736198636995,0.8551160770506715,0.8740839229493286,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1880,0.0194,0.001950571198392922,0.015576880451149874,0.02322311954885013,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1880,0.8646,0.004838736198636995,0.8551160770506715,0.8740839229493286,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1899,0.0194,0.001950571198392922,0.015576880451149874,0.02322311954885013,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1899,0.8646,0.004838736198636995,0.8551160770506715,0.8740839229493286,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1918,0.0194,0.001950571198392922,0.015576880451149874,0.02322311954885013,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1918,0.8648,0.00483572042202607,0.8553219879728289,0.8742780120271711,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1937,0.0194,0.001950571198392922,0.015576880451149874,0.02322311954885013,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1937,0.865,0.004832701108076104,0.8555279058281708,0.8744720941718291,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1957,0.0196,0.0019603999591920013,0.015757616079983678,0.02344238392001632,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1957,0.8656,0.004823621875727823,0.8561457011235735,0.8750542988764266,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1976,0.0196,0.0019603999591920013,0.015757616079983678,0.02344238392001632,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1976,0.8658,0.004820588345834977,0.8563516468421635,0.8752483531578366,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,1996,0.0198,0.001970175626689154,0.01593845577168926,0.023661544228310745,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,1996,0.866,0.004817551245186708,0.856557599559434,0.875442400440566,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2016,0.0198,0.001970175626689154,0.01593845577168926,0.023661544228310745,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2016,0.866,0.004817551245186708,0.856557599559434,0.875442400440566,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2037,0.0198,0.001970175626689154,0.01593845577168926,0.023661544228310745,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2037,0.8662,0.00481451056702548,0.85676355928863,0.8756364407113699,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2057,0.02,0.001979898987322333,0.016119397984848228,0.023880602015151773,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2057,0.8664,0.004811466304568703,0.8569695260430453,0.8758304739569546,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2078,0.02,0.001979898987322333,0.016119397984848228,0.023880602015151773,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2078,0.8668,0.004805366999512108,0.8573814806809563,0.8762185193190437,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2099,0.02,0.001979898987322333,0.016119397984848228,0.023880602015151773,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2099,0.8672,0.0047992532752502235,0.8577934635805096,0.8766065364194904,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2120,0.0202,0.001989570807988497,0.016300441216342547,0.02409955878365745,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2120,0.8672,0.0047992532752502235,0.8577934635805096,0.8766065364194904,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2141,0.0204,0.0019991918367180273,0.01648158400003267,0.024318415999967334,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2141,0.8674,0.004796190988690922,0.8579994656621658,0.8768005343378341,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2163,0.0206,0.002008762803319496,0.016662824905493787,0.024537175094506213,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2163,0.8676,0.004793125076607119,0.8582054748498501,0.87699452515015,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2185,0.0208,0.0020182844199963493,0.016844162536807154,0.024755837463192844,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2185,0.8678,0.0047900555320371805,0.8584114911572072,0.8771885088427929,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2207,0.021,0.002027757381937001,0.01702559553140348,0.02497440446859652,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2207,0.868,0.0047869823479933585,0.858617514597933,0.877382485402067,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2229,0.021,0.002027757381937001,0.01702559553140348,0.02497440446859652,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2229,0.8682,0.004783905517461649,0.8588235451857752,0.8775764548142247,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2251,0.021,0.002027757381937001,0.01702559553140348,0.02497440446859652,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2251,0.8686,0.004777740888746479,0.859235627858057,0.8779643721419431,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2274,0.021,0.002027757381937001,0.01702559553140348,0.02497440446859652,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2274,0.8688,0.004774653076402515,0.8594416799702511,0.8781583200297489,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2297,0.021,0.002027757381937001,0.01702559553140348,0.02497440446859652,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2297,0.8692,0.004768466420139708,0.8598538058165262,0.8785461941834738,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2320,0.021,0.002027757381937001,0.01702559553140348,0.02497440446859652,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2320,0.8692,0.004768466420139708,0.8598538058165262,0.8785461941834738,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2344,0.0212,0.0020371823678797143,0.017207122558955762,0.025192877441044238,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2344,0.8694,0.004765367561899082,0.8600598795786778,0.8787401204213221,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2367,0.0214,0.002046560040653584,0.017388742320318975,0.025411257679681023,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2367,0.8694,0.004765367561899082,0.8600598795786778,0.8787401204213221,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2391,0.0216,0.0020558910476968376,0.017570453546514198,0.025629546453485804,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2391,0.8698,0.0047591587491908685,0.8604720488515859,0.8791279511484141,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2415,0.0218,0.0020651760215536106,0.017752254997754922,0.025847745002245077,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2415,0.87,0.004756048780237646,0.8606781443907342,0.8793218556092658,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2439,0.0222,0.002083610328252382,0.018116123756625333,0.02628387624337467,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2439,0.87,0.004756048780237646,0.8606781443907342,0.8793218556092658,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2464,0.023,0.0021199528296639053,0.018844892453858744,0.027155107546141255,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2464,0.87,0.004756048780237646,0.8606781443907342,0.8793218556092658,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2489,0.0234,0.0021378699679821503,0.019209774862754984,0.027590225137245017,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2489,0.8702,0.004752935093181897,0.8608842472173635,0.8795157527826365,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2514,0.0236,0.002146766871367266,0.01939233693212016,0.02780766306787984,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2514,0.8708,0.0047435716501387434,0.86150259956572806,0.880097400434272,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2539,0.0236,0.002146766871367266,0.01939233693212016,0.02780766306787984,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2539,0.8708,0.0047435716501387434,0.86150259956572806,0.880097400434272,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2565,0.024,0.002164439881354989,0.019757697832544222,0.02824230216745578,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2565,0.8708,0.0047435716501387434,0.86150259956572806,0.880097400434272,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2591,0.024,0.002164439881354989,0.019757697832544222,0.02824230216745578,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2591,0.8714,0.004734174479251901,0.8621210180206662,0.8806789819793337,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2617,0.0242,0.0021732169703000204,0.01994049473821196,0.02845950526178804,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2617,0.8714,0.004734174479251901,0.8621210180206662,0.8806789819793337,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2643,0.0242,0.0021732169703000204,0.01994049473821196,0.02845950526178804,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2643,0.8716,0.0047310345591635656,0.8623271722640394,0.8808728277359607,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2670,0.0244,0.002181955086613838,0.020123368030236878,0.028676631969763125,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2670,0.8716,0.0047310345591635656,0.8623271722640394,0.8808728277359607,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2697,0.0246,0.0021906546966603386,0.020306316794545736,0.028893683205454265,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2697,0.8718,0.004727890861684521,0.8625333339110983,0.8810666660889017,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2724,0.0248,0.002199316257385463,0.020489340135524493,0.029110659864475506,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2724,0.872,0.004724743379274688,0.8627395029766216,0.8812604970233784,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2751,0.0248,0.002199316257385463,0.020489340135524493,0.029110659864475506,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2751,0.8722,0.004721592104364798,0.862945679475445,0.881454320524555,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2779,0.0252,0.0022165270131446627,0.02085560705423646,0.02954439294576354,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2779,0.8722,0.004721592104364798,0.862945679475445,0.881454320524555,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2807,0.0252,0.0022165270131446627,0.02085560705423646,0.02954439294576354,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2807,0.8722,0.004721592104364798,0.862945679475445,0.881454320524555,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2835,0.0254,0.002225077077316649,0.021038848928459367,0.02976115107154063,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2835,0.8724,0.0047184370293562265,0.8631518634224618,0.8816481365775382,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2864,0.0256,0.002233590830926739,0.021222161971383595,0.029977838028616408,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2864,0.8724,0.0047184370293562265,0.8631518634224618,0.8816481365775382,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2893,0.0256,0.002233590830926739,0.021222161971383595,0.029977838028616408,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2893,0.8726,0.0047152781466208325,0.8633580548326232,0.8818419451673769,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2922,0.0256,0.002233590830926739,0.021222161971383595,0.029977838028616408,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2922,0.8726,0.0047152781466208325,0.8633580548326232,0.8818419451673769,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2951,0.0256,0.002233590830926739,0.021222161971383595,0.029977838028616408,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2951,0.8726,0.0047152781466208325,0.8633580548326232,0.8818419451673769,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,2981,0.026,0.0022505110530721684,0.02158899833597855,0.03041100166402145,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,2981,0.8726,0.0047152781466208325,0.8633580548326232,0.8818419451673769,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,3011,0.0264,0.0022672908944376766,0.021956109846902154,0.030843890153097846,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,3011,0.8728,0.0047121154485008105,0.8635642537209385,0.8820357462790616,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,3041,0.0266,0.0022756291437754086,0.0221397668782002,0.0310602331217998,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,3041,0.8728,0.0047121154485008105,0.8635642537209385,0.8820357462790616,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,3072,0.027,0.002292204179387168,0.02250727980840115,0.03149272019159885,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,3072,0.8728,0.0047121154485008105,0.8635642537209385,0.8820357462790616,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,3103,0.027,0.002292204179387168,0.02250727980840115,0.03149272019159885,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,3103,0.8732,0.004705778575326298,0.8639766739923604,0.8824233260076395,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,3134,0.027,0.002292204179387168,0.02250727980840115,0.03149272019159885,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,3134,0.8734,0.00470260438480636,0.8641828954057795,0.8826171045942204,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,3166,0.0272,0.002300441696718263,0.022691134274432204,0.031708865725567796,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,3166,0.8736,0.004699426347970569,0.8643891243579778,0.8828108756420223,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,3198,0.0272,0.002300441696718263,0.022691134274432204,0.031708865725567796,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,3198,0.8736,0.004699426347970569,0.8643891243579778,0.8828108756420223,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,3230,0.0278,0.002324958494253177,0.023243081351263774,0.03235691864873622,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,3230,0.8738,0.004696244457010303,0.8645953608642598,0.8830046391357402,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,3262,0.0278,0.002324958494253177,0.023243081351263774,0.03235691864873622,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,3262,0.874,0.0046930587040862805,0.8648016049399909,0.8831983950600091,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,3295,0.0278,0.002324958494253177,0.023243081351263774,0.03235691864873622,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,3295,0.874,0.0046930587040862805,0.8648016049399909,0.8831983950600091,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,3329,0.028,0.0023330666514268295,0.023427189363203413,0.03257281063679659,0.995,712.0349912088234,2500,5000
Multivariate region null,Conventional,3329,0.874,0.0046930587040862805,0.8648016049399909,0.8831983950600091,0.995,712.0349912088234,2500,5000
Multivariate region null,Anytime-valid,3362,0.028,0.0023330666514268295,0.023427189363203413,0.03257281063679659,0.995,712.0349912088234,2500,5000
