Test,Method,G,p_false_positive,se,ci_low,ci_high,rho,lambda,calibration_G,n_sim
Scalar region null,Conventional,581410,0.8242,0.0053832027641544395,0.8136489225822573,0.8347510774177428,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,587268,0.0432,0.002875195993319412,0.03756461585309395,0.04883538414690605,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,587268,0.8242,0.0053832027641544395,0.8136489225822573,0.8347510774177428,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,593185,0.0432,0.002875195993319412,0.03756461585309395,0.04883538414690605,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,593185,0.825,0.00537354631505117,0.8144678492224997,0.8355321507775002,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,599161,0.0432,0.002875195993319412,0.03756461585309395,0.04883538414690605,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,599161,0.8252,0.005371125766540939,0.8146725934975798,0.8357274065024203,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,605198,0.0432,0.002875195993319412,0.03756461585309395,0.04883538414690605,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,605198,0.8252,0.005371125766540939,0.8146725934975798,0.8357274065024203,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,611296,0.0432,0.002875195993319412,0.03756461585309395,0.04883538414690605,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,611296,0.8254,0.00536870263657804,0.8148773428323071,0.835922657167693,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,617455,0.0432,0.002875195993319412,0.03756461585309395,0.04883538414690605,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,617455,0.8264,0.005356548142227417,0.8159011656412343,0.8368988343587658,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,623676,0.0432,0.002875195993319412,0.03756461585309395,0.04883538414690605,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,623676,0.827,0.005349224242822506,0.8165155204840678,0.8374844795159321,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,629960,0.0432,0.002875195993319412,0.03756461585309395,0.04883538414690605,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,629960,0.827,0.005349224242822506,0.8165155204840678,0.8374844795159321,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,636307,0.0432,0.002875195993319412,0.03756461585309395,0.04883538414690605,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,636307,0.8272,0.005346777721207419,0.8167203156664335,0.8376796843335665,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,642718,0.0432,0.002875195993319412,0.03756461585309395,0.04883538414690605,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,642718,0.828,0.005336965429904901,0.8175395477573864,0.8384604522426136,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,649194,0.0432,0.002875195993319412,0.03756461585309395,0.04883538414690605,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,649194,0.828,0.005336965429904901,0.8175395477573864,0.8384604522426136,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,655735,0.0432,0.002875195993319412,0.03756461585309395,0.04883538414690605,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,655735,0.8282,0.005334505787793279,0.8177443686559253,0.8386556313440748,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,662342,0.0432,0.002875195993319412,0.03756461585309395,0.04883538414690605,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,662342,0.8284,0.0053320435107001895,0.8179491947190276,0.8388508052809724,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,669015,0.0434,0.0028815426424052795,0.03775217642088565,0.04904782357911435,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,669015,0.8284,0.0053320435107001895,0.8179491947190276,0.8388508052809724,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,675756,0.0434,0.0028815426424052795,0.03775217642088565,0.04904782357911435,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,675756,0.8288,0.005327111036950516,0.8183588623675769,0.839241137632423,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,682564,0.0434,0.0028815426424052795,0.03775217642088565,0.04904782357911435,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,682564,0.829,0.005324640832957656,0.818563703967403,0.839436296032597,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,689442,0.0434,0.0028815426424052795,0.03775217642088565,0.04904782357911435,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,689442,0.829,0.005324640832957656,0.818563703967403,0.839436296032597,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,696388,0.0434,0.0028815426424052795,0.03775217642088565,0.04904782357911435,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,696388,0.829,0.005324640832957656,0.818563703967403,0.839436296032597,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,703404,0.0434,0.0028815426424052795,0.03775217642088565,0.04904782357911435,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,703404,0.829,0.005324640832957656,0.818563703967403,0.839436296032597,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,710492,0.0434,0.0028815426424052795,0.03775217642088565,0.04904782357911435,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,710492,0.8292,0.005322167979310686,0.8187685507605511,0.839631449239449,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,717650,0.0434,0.0028815426424052795,0.03775217642088565,0.04904782357911435,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,717650,0.8292,0.005322167979310686,0.8187685507605511,0.839631449239449,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,724881,0.0434,0.0028815426424052795,0.03775217642088565,0.04904782357911435,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,724881,0.8294,0.005319692472314541,0.8189734027542636,0.8398265972457365,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,732184,0.0436,0.0028878725733660756,0.037939769756202495,0.049260230243797505,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,732184,0.83,0.005312249994117371,0.8195879900115299,0.84041200998847,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,739562,0.0436,0.0028878725733660756,0.037939769756202495,0.049260230243797505,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,739562,0.8302,0.005309763836556198,0.8197928628803499,0.8406071371196502,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,747013,0.0436,0.0028878725733660756,0.037939769756202495,0.049260230243797505,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,747013,0.8302,0.005309763836556198,0.8197928628803499,0.8406071371196502,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,754540,0.0436,0.0028878725733660756,0.037939769756202495,0.049260230243797505,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,754540,0.8304,0.005307275007006892,0.8199977409862665,0.8408022590137335,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,762142,0.0436,0.0028878725733660756,0.037939769756202495,0.049260230243797505,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,762142,0.8304,0.005307275007006892,0.8199977409862665,0.8408022590137335,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,769821,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,769821,0.8306,0.005304783501708623,0.8202026243366511,0.8409973756633489,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,777577,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,777577,0.8308,0.005302289316889451,0.8204075129388967,0.8411924870611033,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,785412,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,785412,0.8308,0.005302289316889451,0.8204075129388967,0.8411924870611033,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,793325,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,793325,0.8308,0.005302289316889451,0.8204075129388967,0.8411924870611033,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,801318,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,801318,0.831,0.005299792448766273,0.820612406800418,0.8413875931995819,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,809392,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,809392,0.8314,0.005294790647419404,0.821022210331058,0.841777789668942,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,817547,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,817547,0.8316,0.0052922857065732945,0.8212271200151163,0.8419728799848837,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,825784,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,825784,0.8318,0.005289778067178245,0.8214320349883306,0.8421679650116694,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,834104,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,834104,0.8318,0.005289778067178245,0.8214320349883306,0.8421679650116694,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,842508,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,842508,0.832,0.005287267725394658,0.8216369552582264,0.8423630447417735,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,850997,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,850997,0.832,0.005287267725394658,0.8216369552582264,0.8423630447417735,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,859571,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,859571,0.832,0.005287267725394658,0.8216369552582264,0.8423630447417735,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,868232,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,868232,0.832,0.005287267725394658,0.8216369552582264,0.8423630447417735,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,876980,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,876980,0.8324,0.005282238919246269,0.8220468117182773,0.8427531882817227,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,885816,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,885816,0.8328,0.005277199257181787,0.8224566894559237,0.8431433105440763,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,894741,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,894741,0.8328,0.005277199257181787,0.8224566894559237,0.8431433105440763,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,903756,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,903756,0.833,0.005274675345459662,0.822661636322899,0.8433383636771009,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,912862,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,912862,0.8332,0.005272148708069604,0.8228665885321836,0.8435334114678165,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,922059,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,922059,0.8338,0.005264552402626457,0.8234814772908521,0.8441185227091479,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,931349,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,931349,0.834,0.005262014823240239,0.8236864509464491,0.8443135490535508,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,940733,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,940733,0.8346,0.00525438559681339,0.8243014042302458,0.8448985957697542,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,950211,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,950211,0.8348,0.005251837011941631,0.8245063994565944,0.8450936005434055,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,959785,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,959785,0.835,0.005249285665688238,0.824711400095251,0.8452885999047489,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,969456,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,969456,0.835,0.005249285665688238,0.824711400095251,0.8452885999047489,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,979223,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,979223,0.8354,0.005244174672910886,0.8251214176410947,0.8456785823589054,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,989090,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,989090,0.8356,0.005241615018293503,0.8253264345641448,0.8458735654358552,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,999055,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,999055,0.8362,0.005233919372707225,0.8259415180294939,0.8464584819705062,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1009121,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1009121,0.8362,0.005233919372707225,0.8259415180294939,0.8464584819705062,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1019289,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1019289,0.8364,0.005231348583300485,0.8261465567767311,0.846653443223269,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1029558,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1029558,0.8372,0.005221037444799644,0.8269667666081928,0.8474332333918073,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1039932,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1039932,0.8372,0.005221037444799644,0.8269667666081928,0.8474332333918073,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1050410,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1050410,0.8374,0.00521845264422319,0.8271718328173225,0.8476281671826775,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1060993,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1060993,0.8376,0.005215865028928567,0.8273769045433,0.8478230954567,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1071683,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1071683,0.8378,0.00521327459472451,0.82758198179434,0.84801801820566,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1082481,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1082481,0.8378,0.00521327459472451,0.82758198179434,0.84801801820566,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1093387,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1093387,0.838,0.005210681337406846,0.8277870645786826,0.8482129354213174,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1104404,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1104404,0.8382,0.005208085252758446,0.8279921529045934,0.8484078470954065,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1115531,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1115531,0.8384,0.00520548633654916,0.8281972467803637,0.8486027532196364,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1126771,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1126771,0.8388,0.005200279992461945,0.8286074512147745,0.8489925487852255,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1138123,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1138123,0.8388,0.005200279992461945,0.8286074512147745,0.8489925487852255,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1149591,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1149591,0.8388,0.005200279992461945,0.8286074512147745,0.8489925487852255,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1161173,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1161173,0.839,0.005197672556058144,0.828812561790126,0.849187438209874,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1172873,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1172873,0.839,0.005197672556058144,0.828812561790126,0.849187438209874,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1184690,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1184690,0.8392,0.00519506227104161,0.8290176779487584,0.8493823220512415,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1196626,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1196626,0.8394,0.0051924491331162784,0.8292227996990922,0.8495772003009079,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1208683,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1208683,0.8396,0.005189833137972742,0.8294279270495735,0.8497720729504266,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1220861,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1220861,0.8396,0.005189833137972742,0.8294279270495735,0.8497720729504266,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1233162,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1233162,0.8398,0.005187214281288176,0.8296330600086752,0.8499669399913248,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1245587,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1245587,0.8402,0.005181967965937266,0.830043342786763,0.8503566572132369,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1258136,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1258136,0.8402,0.005181967965937266,0.830043342786763,0.8503566572132369,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1270813,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1270813,0.8402,0.005181967965937266,0.830043342786763,0.8503566572132369,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1283617,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1283617,0.8406,0.005176710152210572,0.8304536481016673,0.8507463518983327,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1296550,0.0438,0.0028941858958954243,0.038127395644044965,0.04947260435595503,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1296550,0.841,0.005171440805036833,0.8308639760221278,0.8511360239778721,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1309613,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1309613,0.841,0.005171440805036833,0.8308639760221278,0.8511360239778721,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1322808,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1322808,0.8412,0.0051688017953874,0.8310691484810406,0.8513308515189593,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1336136,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1336136,0.8418,0.0051608673689603765,0.8316846999568377,0.8519153000431623,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1349599,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1349599,0.842,0.0051582167461245755,0.8318898951775958,0.8521101048224041,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1363196,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1363196,0.842,0.0051582167461245755,0.8318898951775958,0.8521101048224041,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1376931,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1376931,0.842,0.0051582167461245755,0.8318898951775958,0.8521101048224041,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1390805,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1390805,0.8422,0.005155563208806581,0.8320950961107391,0.8523049038892608,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1404818,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1404818,0.8422,0.005155563208806581,0.8320950961107391,0.8523049038892608,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1418972,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1418972,0.8426,0.005150247372699684,0.8325055151495087,0.8526944848504914,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1433269,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1433269,0.8428,0.00514758506486294,0.8327107332728686,0.8528892667271314,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1447710,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1447710,0.8428,0.00514758506486294,0.8327107332728686,0.8528892667271314,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1462296,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1462296,0.843,0.0051449198244481915,0.8329159571440815,0.8530840428559184,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1477029,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1477029,0.843,0.0051449198244481915,0.8329159571440815,0.8530840428559184,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1491911,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1491911,0.8434,0.005139580527630635,0.833326422165844,0.8534735778341561,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1506943,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1506943,0.8434,0.005139580527630635,0.833326422165844,0.8534735778341561,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1522126,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1522126,0.8438,0.005134229445593564,0.8337369102866367,0.8538630897133633,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1537462,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1537462,0.8438,0.005134229445593564,0.8337369102866367,0.8538630897133633,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1552953,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1552953,0.844,0.005131549473599568,0.8339421630317448,0.8540578369682551,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1568600,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1568600,0.844,0.005131549473599568,0.8339421630317448,0.8540578369682551,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1584404,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1584404,0.8442,0.005128866541449485,0.834147421578759,0.8542525784212409,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1600368,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1600368,0.8448,0.005120799937509764,0.8347632321224808,0.8548367678775192,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1616493,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1616493,0.8448,0.005120799937509764,0.8347632321224808,0.8548367678775192,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1632780,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
Scalar region null,Conventional,1632780,0.8452,0.005115407315160739,0.8351738016622849,0.855226198337715,0.995,303.8730841675049,2500,5000
Scalar region null,Anytime-valid,1649231,0.044,0.002900482718445328,0.03831505387184715,0.04968494612815284,0.995,303.8730841675049,2500,5000
