G,term,estimate,std.error,statistic,p.value,e_value,conf.low,conf.high
7,Jobdoctor,0.660067599786242,0.43827066577106105,1.5060729620700664,0.9821006681889478,1.018225557105118,-Inf,Inf
7,`Job Experience`1-2 years,-0.21938180216233508,0.23269386769750064,-0.9427915068545292,1,0.9977240455390717,-Inf,Inf
7,`Job Experience`3-5 years,-0.0296325343001087,0.21435217663365366,-0.13824228316912898,1,0.9803941214276335,-Inf,Inf
7,`Job Experience`5+ years,-0.3879268393990953,0.14022592973908912,-2.766441556999408,0.9432022277556881,1.060218021727387,-Inf,Inf
7,`Job Plans`contract with employer,0.4717871844279241,0.31572122820297294,1.4943156882837745,0.9825294352838926,1.0177812125405274,-Inf,Inf
7,`Job Plans`interviews with employer,0.2072484768863298,0.3349556539142546,0.6187340755841769,1,0.9881676044810794,-Inf,Inf
7,`Job Plans`no plans to look for work,-0.17782528556383256,0.32556994233919984,-0.5461968764259039,1,0.9864348813344824,-Inf,Inf
7,`Reason for Application`seek better job,0.17914061272703985,0.3006155772493502,0.5959126082759475,1,0.987603843991014,-Inf,Inf
7,`Reason for Application`escape persecution,0.5147787571050859,0.3826961542723804,1.3451370006156294,0.9879920866890906,1.0121538557572356,-Inf,Inf
7,`Prior Entry`once as tourist,0.2125466521847535,0.24521012888443106,0.8667939336426349,1,0.9952573113476917,-Inf,Inf
7,`Prior Entry`many times as tourist,0.46518796018737796,0.28726404372031317,1.619374127589374,0.9779977078826466,1.0224972839302333,-Inf,Inf
7,`Prior Entry`six months with family,0.12540577271292594,0.3605211279110361,0.34784583483238096,1,0.982656628422316,-Inf,Inf
7,`Prior Entry`once w/o authorization,0.018327968677569195,0.1908926963969848,0.0960118905725651,1,0.9801707201560522,-Inf,Inf
8,Gendermale,-0.02409488708392063,0.18042490944638107,-0.1335452358427326,1,0.9776445716869246,-Inf,Inf
8,Education4th grade,0.12551893494487842,0.2516482885633089,0.498787159100034,1,0.9832686802374797,-Inf,Inf
8,Education8th grade,0.30692754099710984,0.30302183058188026,1.0128892047405615,0.9999472146576773,1.0000527881287622,-Inf,Inf
8,Educationhigh school,0.49948146467903487,0.2862427065755292,1.7449578738777038,0.9685280715391831,1.0324945960634904,-Inf,Inf
8,Educationtwo-year college,0.2552163541517444,0.20303979356201582,1.2569770175312551,0.9897708090060805,1.010334908749422,-Inf,Inf
8,Educationcollege degree,0.37102006195968873,0.24228027596077678,1.5313671758395797,0.9778025943328903,1.022701315987256,-Inf,Inf
8,Educationgraduate degree,0.14523007679074956,0.11402939102045567,1.273619682531645,0.9890536905763696,1.0110674572350582,-Inf,Inf
8,`Language Skills`broken English,0.4583795037393581,0.1797063729860813,2.5507136787789975,0.9372864607204557,1.0669096822665494,-Inf,Inf
8,`Language Skills`tried English but unable,0.1586585149552651,0.15372952245730176,1.0320627581428437,0.9991783553951625,1.0008223202598425,-Inf,Inf
8,`Language Skills`used interpreter,-0.08432438493284232,0.1968305121385882,-0.4284111442715222,1,0.9817122979443462,-Inf,Inf
8,`Country of Origin`Germany,0.25918362048132465,0.285782134879773,0.9069273017725961,1,0.9959489335842787,-Inf,Inf
8,`Country of Origin`France,0.04615794074206474,0.15299270016426886,0.30170028172915947,1,0.9794620742337004,-Inf,Inf
8,`Country of Origin`Mexico,-0.1796696849004333,0.13336749789968175,-1.347177443754548,0.985863379541624,1.0143393301259946,-Inf,Inf
8,`Country of Origin`Philippines,-0.05890742606859686,0.2560534161317572,-0.23005912968677175,1,0.97852021665523,-Inf,Inf
8,`Country of Origin`Poland,-0.1746675529236506,0.28210124447108076,-0.6191661906743429,1,0.986401033817261,-Inf,Inf
8,`Country of Origin`China,0.19561869498959053,0.2005073939286677,0.9756183607831621,1,0.9985795461615398,-Inf,Inf
8,`Country of Origin`Sudan,0.0501058898276705,0.5099999578804666,0.09824685091329809,1,0.9774392969666844,-Inf,Inf
8,`Country of Origin`Somalia,-0.397769601499522,0.42531681881972516,-0.9352313002889281,1,0.9970189657130257,-Inf,Inf
8,`Country of Origin`Iraq,-0.060165746943149405,0.295179938172564,-0.2038273580366974,1,0.9782370693490835,-Inf,Inf
