responseid	dv	contest	winner	sample	female_respondent	orig_cand_female	orig_cand_gender_string	orig_0ys	orig_1ys	orig_3ys	orig_8ys	orig_UN_sp	orig_FM_sp	orig_MD_sp	orig_teach	orig_law	orig_may	orig_leg	orig_0ch	orig_1ch	orig_3ch	orig_29	orig_45	orig_65	democrat_respondent	republican_respondent	replication	first_orig
"20208usa leg"		2.0	0.0	"usa leg"	0.0	0.0	"Male"	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0.0	1.0	1.0	1.0
"20208usa leg"		3.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0.0	1.0	1.0	1.0
"20208usa leg"		3.0	0.0	"usa leg"	0.0	1.0	"Female"	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0.0	1.0	1.0	1.0
"20494usa leg"		1.0	0.0	"usa leg"	1.0	0.0	"Male"	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1.0	0.0	1.0	1.0
"20494usa leg"		1.0	1.0	"usa leg"	1.0	0.0	"Male"	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1.0	0.0	1.0	1.0
"20494usa leg"		2.0	1.0	"usa leg"	1.0	1.0	"Female"	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1.0	0.0	1.0	1.0
"20494usa leg"		2.0	0.0	"usa leg"	1.0	1.0	"Female"	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1.0	0.0	1.0	1.0
"20494usa leg"		3.0	1.0	"usa leg"	1.0	0.0	"Male"	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1.0	0.0	1.0	1.0
"20494usa leg"		3.0	0.0	"usa leg"	1.0	1.0	"Female"	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1.0	0.0	1.0	1.0
"21445usa leg"		1.0	0.0	"usa leg"	1.0	1.0	"Female"	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1.0	0.0	1.0	1.0
"21445usa leg"		1.0	1.0	"usa leg"	1.0	0.0	"Male"	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1.0	0.0	1.0	1.0
"21445usa leg"		2.0	0.0	"usa leg"	1.0	0.0	"Male"	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1.0	0.0	1.0	1.0
"21445usa leg"		2.0	1.0	"usa leg"	1.0	1.0	"Female"	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1.0	0.0	1.0	1.0
"21445usa leg"		3.0	0.0	"usa leg"	1.0	1.0	"Female"	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1.0	0.0	1.0	1.0
"21445usa leg"		3.0	1.0	"usa leg"	1.0	1.0	"Female"	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1.0	0.0	1.0	1.0
"26251usa leg"		1.0	1.0	"usa leg"	1.0	1.0	"Female"	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1.0	0.0	1.0	1.0
"26251usa leg"		1.0	0.0	"usa leg"	1.0	0.0	"Male"	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1.0	0.0	1.0	1.0
"26251usa leg"		2.0	1.0	"usa leg"	1.0	1.0	"Female"	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1.0	0.0	1.0	1.0
"26251usa leg"		2.0	0.0	"usa leg"	1.0	0.0	"Male"	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1.0	0.0	1.0	1.0
"26251usa leg"		3.0	1.0	"usa leg"	1.0	1.0	"Female"	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1.0	0.0	1.0	1.0
"26251usa leg"		3.0	0.0	"usa leg"	1.0	0.0	"Male"	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	1.0	0.0	1.0	1.0
"35755usa leg"		1.0	0.0	"usa leg"	0.0	0.0	"Male"	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1.0	0.0	1.0	1.0
"35755usa leg"		1.0	1.0	"usa leg"	0.0	0.0	"Male"	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1.0	0.0	1.0	1.0
"35755usa leg"		2.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1.0	0.0	1.0	1.0
"35755usa leg"		2.0	0.0	"usa leg"	0.0	0.0	"Male"	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1.0	0.0	1.0	1.0
"36454usa leg"		1.0	1.0	"usa leg"	1.0	1.0	"Female"	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1.0	0.0	1.0	1.0
"36454usa leg"		1.0	0.0	"usa leg"	1.0	0.0	"Male"	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1.0	0.0	1.0	1.0
"36454usa leg"		2.0	0.0	"usa leg"	1.0	1.0	"Female"	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1.0	0.0	1.0	1.0
"36454usa leg"		2.0	1.0	"usa leg"	1.0	1.0	"Female"	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1.0	0.0	1.0	1.0
"36454usa leg"		3.0	0.0	"usa leg"	1.0	0.0	"Male"	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1.0	0.0	1.0	1.0
"36454usa leg"		3.0	1.0	"usa leg"	1.0	1.0	"Female"	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1.0	0.0	1.0	1.0
"40015usa leg"		1.0	0.0	"usa leg"	0.0	0.0	"Male"	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0.0	1.0	1.0	1.0
"40015usa leg"		1.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0.0	1.0	1.0	1.0
"40015usa leg"		2.0	1.0	"usa leg"	0.0	0.0	"Male"	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0.0	1.0	1.0	1.0
"40015usa leg"		2.0	0.0	"usa leg"	0.0	0.0	"Male"	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0.0	1.0	1.0	1.0
"40015usa leg"		3.0	0.0	"usa leg"	0.0	0.0	"Male"	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0.0	1.0	1.0	1.0
"40015usa leg"		3.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0.0	1.0	1.0	1.0
"42604usa leg"		1.0	0.0	"usa leg"	0.0	0.0	"Male"	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0.0	1.0	1.0	1.0
"42604usa leg"		1.0	1.0	"usa leg"	0.0	0.0	"Male"	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0.0	1.0	1.0	1.0
"42604usa leg"		2.0	0.0	"usa leg"	0.0	1.0	"Female"	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0.0	1.0	1.0	1.0
"42604usa leg"		2.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0.0	1.0	1.0	1.0
"42604usa leg"		3.0	1.0	"usa leg"	0.0	0.0	"Male"	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0.0	1.0	1.0	1.0
"42604usa leg"		3.0	0.0	"usa leg"	0.0	0.0	"Male"	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0.0	1.0	1.0	1.0
"44184usa leg"		1.0	0.0	"usa leg"	1.0	0.0	"Male"	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1.0	0.0	1.0	1.0
"44184usa leg"		1.0	1.0	"usa leg"	1.0	1.0	"Female"	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1.0	0.0	1.0	1.0
"44184usa leg"		2.0	1.0	"usa leg"	1.0	0.0	"Male"	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1.0	0.0	1.0	1.0
"44184usa leg"		2.0	0.0	"usa leg"	1.0	1.0	"Female"	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1.0	0.0	1.0	1.0
"44184usa leg"		3.0	1.0	"usa leg"	1.0	0.0	"Male"	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1.0	0.0	1.0	1.0
"44184usa leg"		3.0	0.0	"usa leg"	1.0	1.0	"Female"	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1.0	0.0	1.0	1.0
"46654usa leg"		1.0	1.0	"usa leg"	0.0	0.0	"Male"	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1.0	0.0	1.0	1.0
"46654usa leg"		1.0	0.0	"usa leg"	0.0	1.0	"Female"	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1.0	0.0	1.0	1.0
"46654usa leg"		2.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1.0	0.0	1.0	1.0
"46654usa leg"		2.0	0.0	"usa leg"	0.0	1.0	"Female"	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1.0	0.0	1.0	1.0
"46654usa leg"		3.0	0.0	"usa leg"	0.0	0.0	"Male"	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1.0	0.0	1.0	1.0
"46654usa leg"		3.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1.0	0.0	1.0	1.0
"52649usa leg"		1.0	0.0	"usa leg"	0.0	1.0	"Female"	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0.0	1.0	1.0	1.0
"52649usa leg"		1.0	1.0	"usa leg"	0.0	0.0	"Male"	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0.0	1.0	1.0	1.0
"52649usa leg"		2.0	0.0	"usa leg"	0.0	0.0	"Male"	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0.0	1.0	1.0	1.0
"52649usa leg"		2.0	1.0	"usa leg"	0.0	0.0	"Male"	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0.0	1.0	1.0	1.0
"52649usa leg"		3.0	1.0	"usa leg"	0.0	1.0	"Female"	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0.0	1.0	1.0	1.0
"52649usa leg"		3.0	0.0	"usa leg"	0.0	0.0	"Male"	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0.0	1.0	1.0	1.0
"54938usa leg"		1.0	0.0	"usa leg"	0.0	1.0	"Female"	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0.0	0.0	1.0	1.0
"54938usa leg"		1.0	1.0	"usa leg"	0.0	0.0	"Male"	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0.0	0.0	1.0	1.0
"54938usa leg"		2.0	0.0	"usa leg"	0.0	0.0	"Male"	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0.0	0.0	1.0	1.0
"54938usa leg"		2.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0.0	0.0	1.0	1.0
"54938usa leg"		3.0	0.0	"usa leg"	0.0	0.0	"Male"	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0.0	0.0	1.0	1.0
"54938usa leg"		3.0	1.0	"usa leg"	0.0	0.0	"Male"	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0.0	0.0	1.0	1.0
"70637usa leg"		1.0	0.0	"usa leg"	1.0	0.0	"Male"	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1.0	0.0	1.0	1.0
"70637usa leg"		1.0	1.0	"usa leg"	1.0	1.0	"Female"	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1.0	0.0	1.0	1.0
"70637usa leg"		2.0	1.0	"usa leg"	1.0	1.0	"Female"	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1.0	0.0	1.0	1.0
"70637usa leg"		2.0	0.0	"usa leg"	1.0	1.0	"Female"	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1.0	0.0	1.0	1.0
"70637usa leg"		3.0	0.0	"usa leg"	1.0	0.0	"Male"	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1.0	0.0	1.0	1.0
"70637usa leg"		3.0	1.0	"usa leg"	1.0	1.0	"Female"	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1.0	0.0	1.0	1.0
"70878usa leg"		1.0	0.0	"usa leg"	0.0	0.0	"Male"	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0.0	1.0	1.0	1.0
"70878usa leg"		1.0	1.0	"usa leg"	0.0	1.0	"Female"	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0.0	1.0	1.0	1.0
"70878usa leg"		2.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0.0	1.0	1.0	1.0
"70878usa leg"		2.0	0.0	"usa leg"	0.0	1.0	"Female"	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0.0	1.0	1.0	1.0
"70878usa leg"		3.0	0.0	"usa leg"	0.0	1.0	"Female"	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0.0	1.0	1.0	1.0
"70878usa leg"		3.0	1.0	"usa leg"	0.0	1.0	"Female"	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0.0	1.0	1.0	1.0
"70896usa leg"		1.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0.0	0.0	1.0	1.0
"70896usa leg"		1.0	0.0	"usa leg"	0.0	0.0	"Male"	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0.0	0.0	1.0	1.0
"70896usa leg"		2.0	0.0	"usa leg"	0.0	0.0	"Male"	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0.0	0.0	1.0	1.0
"70896usa leg"		2.0	1.0	"usa leg"	0.0	1.0	"Female"	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0.0	0.0	1.0	1.0
"70896usa leg"		3.0	0.0	"usa leg"	0.0	1.0	"Female"	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0.0	0.0	1.0	1.0
"70896usa leg"		3.0	1.0	"usa leg"	0.0	1.0	"Female"	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0.0	0.0	1.0	1.0
"71241usa leg"		1.0	1.0	"usa leg"	1.0	0.0	"Male"	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0.0	1.0	1.0	1.0
"71241usa leg"		1.0	0.0	"usa leg"	1.0	0.0	"Male"	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0.0	1.0	1.0	1.0
"71241usa leg"		2.0	0.0	"usa leg"	1.0	0.0	"Male"	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0.0	1.0	1.0	1.0
"71241usa leg"		2.0	1.0	"usa leg"	1.0	1.0	"Female"	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0.0	1.0	1.0	1.0
"71241usa leg"		3.0	1.0	"usa leg"	1.0	1.0	"Female"	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0.0	1.0	1.0	1.0
"71241usa leg"		3.0	0.0	"usa leg"	1.0	1.0	"Female"	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0.0	1.0	1.0	1.0
"71422usa leg"		1.0	0.0	"usa leg"	0.0	1.0	"Female"	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0.0	0.0	1.0	1.0
"71422usa leg"		1.0	1.0	"usa leg"	0.0	0.0	"Male"	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0.0	0.0	1.0	1.0
"71422usa leg"		2.0	0.0	"usa leg"	0.0	0.0	"Male"	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0.0	0.0	1.0	1.0
"71422usa leg"		2.0	1.0	"usa leg"	0.0	1.0	"Female"	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0.0	0.0	1.0	1.0
"71422usa leg"		3.0	0.0	"usa leg"	0.0	1.0	"Female"	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0.0	0.0	1.0	1.0
"71422usa leg"		3.0	1.0	"usa leg"	0.0	0.0	"Male"	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0.0	0.0	1.0	1.0
"71452usa leg"		1.0	1.0	"usa leg"	0.0	0.0	"Male"	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0.0	1.0	1.0	1.0
"71452usa leg"		1.0	0.0	"usa leg"	0.0	1.0	"Female"	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0.0	1.0	1.0	1.0
"71452usa leg"		2.0	0.0	"usa leg"	0.0	0.0	"Male"	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0.0	1.0	1.0	1.0
"71452usa leg"		2.0	1.0	"usa leg"	0.0	1.0	"Female"	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0.0	1.0	1.0	1.0
"71452usa leg"		3.0	1.0	"usa leg"	0.0	1.0	"Female"	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0.0	1.0	1.0	1.0
"71452usa leg"		3.0	0.0	"usa leg"	0.0	1.0	"Female"	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0.0	1.0	1.0	1.0
"71723usa leg"		1.0	0.0	"usa leg"	1.0	1.0	"Female"	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1.0	0.0	1.0	1.0
"71723usa leg"		1.0	1.0	"usa leg"	1.0	1.0	"Female"	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1.0	0.0	1.0	1.0
"71723usa leg"		2.0	1.0	"usa leg"	1.0	1.0	"Female"	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1.0	0.0	1.0	1.0
"71723usa leg"		2.0	0.0	"usa leg"	1.0	0.0	"Male"	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1.0	0.0	1.0	1.0
"71723usa leg"		3.0	1.0	"usa leg"	1.0	0.0	"Male"	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1.0	0.0	1.0	1.0
"71723usa leg"		3.0	0.0	"usa leg"	1.0	1.0	"Female"	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1.0	0.0	1.0	1.0
"71800usa leg"		1.0	0.0	"usa leg"	0.0	0.0	"Male"	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1.0	0.0	1.0	1.0
"71800usa leg"		1.0	1.0	"usa leg"	0.0	1.0	"Female"	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1.0	0.0	1.0	1.0
"71800usa leg"		2.0	0.0	"usa leg"	0.0	0.0	"Male"	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1.0	0.0	1.0	1.0
"71800usa leg"		2.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1.0	0.0	1.0	1.0
"71800usa leg"		3.0	1.0	"usa leg"	0.0	0.0	"Male"	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1.0	0.0	1.0	1.0
"71800usa leg"		3.0	0.0	"usa leg"	0.0	0.0	"Male"	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1.0	0.0	1.0	1.0
"72083usa leg"		1.0	1.0	"usa leg"	0.0	0.0	"Male"	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0.0	1.0	1.0	1.0
"72083usa leg"		1.0	0.0	"usa leg"	0.0	1.0	"Female"	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0.0	1.0	1.0	1.0
"72083usa leg"		2.0	1.0	"usa leg"	0.0	0.0	"Male"	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0.0	1.0	1.0	1.0
"72083usa leg"		2.0	0.0	"usa leg"	0.0	0.0	"Male"	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0.0	1.0	1.0	1.0
"72083usa leg"		3.0	0.0	"usa leg"	0.0	1.0	"Female"	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0.0	1.0	1.0	1.0
"72083usa leg"		3.0	1.0	"usa leg"	0.0	1.0	"Female"	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0.0	1.0	1.0	1.0
"72288usa leg"		1.0	1.0	"usa leg"	0.0	0.0	"Male"	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0.0	0.0	1.0	1.0
"72288usa leg"		1.0	0.0	"usa leg"	0.0	0.0	"Male"	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0.0	0.0	1.0	1.0
"72288usa leg"		2.0	1.0	"usa leg"	0.0	0.0	"Male"	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0.0	0.0	1.0	1.0
"72288usa leg"		2.0	0.0	"usa leg"	0.0	0.0	"Male"	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0.0	0.0	1.0	1.0
"72288usa leg"		3.0	0.0	"usa leg"	0.0	1.0	"Female"	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0.0	0.0	1.0	1.0
"72288usa leg"		3.0	1.0	"usa leg"	0.0	0.0	"Male"	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0.0	0.0	1.0	1.0
"72348usa leg"		1.0	0.0	"usa leg"	0.0	1.0	"Female"	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0.0	1.0	1.0	1.0
"72348usa leg"		1.0	1.0	"usa leg"	0.0	0.0	"Male"	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0.0	1.0	1.0	1.0
"72348usa leg"		2.0	0.0	"usa leg"	0.0	0.0	"Male"	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0.0	1.0	1.0	1.0
"72348usa leg"		2.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0.0	1.0	1.0	1.0
"72348usa leg"		3.0	1.0	"usa leg"	0.0	0.0	"Male"	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0.0	1.0	1.0	1.0
"72348usa leg"		3.0	0.0	"usa leg"	0.0	1.0	"Female"	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0.0	1.0	1.0	1.0
"72361usa leg"		1.0	1.0	"usa leg"	0.0	1.0	"Female"	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0.0	0.0	1.0	1.0
"72361usa leg"		1.0	0.0	"usa leg"	0.0	0.0	"Male"	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0.0	0.0	1.0	1.0
"72361usa leg"		2.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0.0	0.0	1.0	1.0
"72361usa leg"		2.0	0.0	"usa leg"	0.0	1.0	"Female"	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0.0	0.0	1.0	1.0
"72361usa leg"		3.0	1.0	"usa leg"	0.0	1.0	"Female"	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.0	0.0	1.0	1.0
"72361usa leg"		3.0	0.0	"usa leg"	0.0	1.0	"Female"	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0.0	0.0	1.0	1.0
"72636usa leg"		1.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1.0	0.0	1.0	1.0
"72636usa leg"		1.0	0.0	"usa leg"	0.0	0.0	"Male"	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1.0	0.0	1.0	1.0
"72636usa leg"		2.0	0.0	"usa leg"	0.0	0.0	"Male"	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1.0	0.0	1.0	1.0
"72636usa leg"		2.0	1.0	"usa leg"	0.0	0.0	"Male"	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1.0	0.0	1.0	1.0
"72636usa leg"		3.0	1.0	"usa leg"	0.0	0.0	"Male"	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1.0	0.0	1.0	1.0
"72636usa leg"		3.0	0.0	"usa leg"	0.0	0.0	"Male"	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1.0	0.0	1.0	1.0
"73031usa leg"		1.0	1.0	"usa leg"	0.0	0.0	"Male"	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0.0	1.0	1.0	1.0
"73031usa leg"		1.0	0.0	"usa leg"	0.0	0.0	"Male"	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0.0	1.0	1.0	1.0
"73031usa leg"		2.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0.0	1.0	1.0	1.0
"73031usa leg"		2.0	0.0	"usa leg"	0.0	0.0	"Male"	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0.0	1.0	1.0	1.0
"73031usa leg"		3.0	0.0	"usa leg"	0.0	0.0	"Male"	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0.0	1.0	1.0	1.0
"73031usa leg"		3.0	1.0	"usa leg"	0.0	1.0	"Female"	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0.0	1.0	1.0	1.0
"73102usa leg"		1.0	0.0	"usa leg"	0.0	0.0	"Male"	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0.0	1.0	1.0	1.0
"73102usa leg"		1.0	1.0	"usa leg"	0.0	0.0	"Male"	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0.0	1.0	1.0	1.0
"73102usa leg"		2.0	1.0	"usa leg"	0.0	1.0	"Female"	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0.0	1.0	1.0	1.0
"73102usa leg"		2.0	0.0	"usa leg"	0.0	0.0	"Male"	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0.0	1.0	1.0	1.0
"73102usa leg"		3.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0.0	1.0	1.0	1.0
"73102usa leg"		3.0	0.0	"usa leg"	0.0	1.0	"Female"	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0.0	1.0	1.0	1.0
"73192usa leg"		1.0	1.0	"usa leg"	0.0	1.0	"Female"	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0.0	1.0	1.0	1.0
