responseid,resp_order,contest,winner,orig_1ys,orig_3ys,orig_8ys,orig_FM_sp,orig_MD_sp,orig_law,orig_may,orig_leg,orig_1ch,orig_3ch,orig_45,orig_65,orig_cand_female
265usa voter,253,2,1,0,0,0,1,0,1,0,0,1,0,0,1,1
265usa voter,253,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0
265usa voter,253,3,0,1,0,0,0,1,0,0,1,0,0,0,1,1
265usa voter,253,3,1,0,0,1,0,1,1,0,0,1,0,1,0,1
266usa voter,254,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
266usa voter,254,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
266usa voter,254,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
266usa voter,254,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0
266usa voter,254,3,1,0,0,1,0,1,0,0,0,0,1,0,0,1
266usa voter,254,3,0,0,0,1,0,1,1,0,0,0,0,1,0,0
267usa voter,255,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
267usa voter,255,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
267usa voter,255,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1
267usa voter,255,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0
267usa voter,255,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0
267usa voter,255,3,0,0,0,1,1,0,0,0,0,1,0,0,1,0
268usa voter,256,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
268usa voter,256,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
268usa voter,256,2,1,0,0,1,0,1,0,0,1,0,0,1,0,1
268usa voter,256,2,0,0,0,1,0,0,0,0,1,0,1,0,1,1
268usa voter,256,3,1,0,0,1,1,0,0,1,0,0,1,1,0,0
268usa voter,256,3,0,0,0,1,1,0,0,0,1,0,1,0,1,0
269usa voter,257,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1
269usa voter,257,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
269usa voter,257,2,1,1,0,0,0,1,0,0,0,1,0,1,0,1
269usa voter,257,2,0,0,0,0,1,0,0,1,0,1,0,1,0,1
269usa voter,257,3,1,0,0,1,1,0,0,1,0,0,1,1,0,1
269usa voter,257,3,0,0,0,1,0,0,0,0,1,0,1,1,0,0
270usa voter,258,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
270usa voter,258,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
270usa voter,258,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
270usa voter,258,2,1,0,0,0,0,1,0,0,0,1,0,0,1,1
270usa voter,258,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1
270usa voter,258,3,1,0,1,0,1,0,0,1,0,1,0,1,0,1
271usa voter,259,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
271usa voter,259,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1
271usa voter,259,2,1,0,1,0,1,0,0,1,0,0,0,0,1,1
271usa voter,259,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1
271usa voter,259,3,1,0,0,1,1,0,0,1,0,1,0,1,0,0
271usa voter,259,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
272usa voter,260,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1
272usa voter,260,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0
272usa voter,260,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0
272usa voter,260,2,0,0,0,1,1,0,1,0,0,1,0,1,0,1
272usa voter,260,3,0,1,0,0,0,1,0,1,0,0,1,0,1,0
272usa voter,260,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1
273usa voter,261,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1
273usa voter,261,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1
273usa voter,261,2,0,0,1,0,0,1,0,0,1,0,0,0,1,1
273usa voter,261,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1
273usa voter,261,3,1,1,0,0,0,1,1,0,0,1,0,1,0,0
273usa voter,261,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0
274usa voter,262,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
274usa voter,262,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
274usa voter,262,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0
274usa voter,262,2,1,0,0,0,0,0,0,0,1,1,0,0,1,1
274usa voter,262,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
274usa voter,262,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0
275usa voter,263,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
275usa voter,263,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1
275usa voter,263,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
275usa voter,263,2,1,0,1,0,0,1,0,0,0,0,1,1,0,1
275usa voter,263,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
275usa voter,263,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
276usa voter,264,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
276usa voter,264,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0
276usa voter,264,2,1,0,0,0,0,1,1,0,0,0,1,0,1,1
276usa voter,264,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0
276usa voter,264,3,0,0,0,1,1,0,0,1,0,0,0,0,1,1
276usa voter,264,3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
277usa voter,265,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
277usa voter,265,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
277usa voter,265,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0
277usa voter,265,2,1,0,1,0,1,0,0,0,1,0,1,0,0,1
277usa voter,265,3,1,0,0,0,1,0,0,1,0,1,0,1,0,1
277usa voter,265,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0
278usa voter,266,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1
278usa voter,266,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
278usa voter,266,2,0,0,1,0,0,1,0,0,1,0,0,1,0,1
278usa voter,266,2,1,0,0,0,1,0,0,1,0,0,1,1,0,0
278usa voter,266,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0
278usa voter,266,3,0,1,0,0,0,0,0,1,0,0,1,0,1,0
279usa voter,267,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0
279usa voter,267,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
279usa voter,267,2,0,0,0,1,1,0,0,0,1,1,0,1,0,0
279usa voter,267,2,1,0,1,0,0,0,0,0,1,0,1,0,1,1
279usa voter,267,3,0,0,1,0,0,0,1,0,0,0,0,0,1,1
279usa voter,267,3,1,0,0,1,1,0,0,0,1,1,0,0,0,1
280usa voter,268,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0
280usa voter,268,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1
280usa voter,268,2,1,0,1,0,0,1,0,0,1,1,0,0,0,1
280usa voter,268,2,0,0,0,1,0,0,0,0,1,0,1,0,1,1
280usa voter,268,3,0,0,1,0,0,1,1,0,0,1,0,0,1,0
280usa voter,268,3,1,0,0,1,0,1,1,0,0,0,1,0,1,1
281usa voter,269,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
281usa voter,269,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
281usa voter,269,2,1,1,0,0,0,1,0,1,0,0,1,1,0,1
281usa voter,269,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1
281usa voter,269,3,1,0,0,1,1,0,0,0,1,0,0,0,1,1
281usa voter,269,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
282usa voter,270,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0
282usa voter,270,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
282usa voter,270,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0
282usa voter,270,2,0,0,0,1,0,1,1,0,0,0,0,1,0,1
282usa voter,270,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1
282usa voter,270,3,1,0,1,0,0,1,0,1,0,1,0,0,0,1
283usa voter,271,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1
283usa voter,271,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
283usa voter,271,2,1,0,0,1,0,1,0,0,1,0,0,1,0,1
283usa voter,271,2,0,1,0,0,1,0,0,0,1,1,0,1,0,0
283usa voter,271,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0
283usa voter,271,3,0,0,1,0,1,0,1,0,0,0,0,0,0,1
284usa voter,272,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
284usa voter,272,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
284usa voter,272,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0
284usa voter,272,2,1,1,0,0,0,0,0,1,0,0,1,1,0,1
284usa voter,272,3,1,0,0,1,0,0,0,1,0,0,1,0,1,1
284usa voter,272,3,0,0,0,0,0,1,1,0,0,0,0,0,1,1
285usa voter,273,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
285usa voter,273,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0
285usa voter,273,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0
285usa voter,273,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0
285usa voter,273,3,0,0,0,1,0,0,0,1,0,0,1,0,0,1
285usa voter,273,3,1,1,0,0,0,0,0,0,1,0,1,1,0,0
286usa voter,274,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0
286usa voter,274,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
286usa voter,274,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1
286usa voter,274,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0
286usa voter,274,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0
286usa voter,274,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0
287usa voter,275,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
287usa voter,275,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
287usa voter,275,2,1,0,0,1,1,0,1,0,0,1,0,0,1,0
287usa voter,275,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0
287usa voter,275,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1
287usa voter,275,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
288usa voter,276,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
288usa voter,276,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
288usa voter,276,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
288usa voter,276,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0
288usa voter,276,3,0,0,1,0,0,1,0,0,1,0,0,0,1,1
288usa voter,276,3,1,0,0,1,0,1,1,0,0,0,1,0,1,1
289usa voter,277,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
289usa voter,277,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
289usa voter,277,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1
289usa voter,277,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0
289usa voter,277,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0
289usa voter,277,3,0,1,0,0,0,1,0,1,0,1,0,0,1,0
290usa voter,278,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
290usa voter,278,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
290usa voter,278,2,1,1,0,0,1,0,0,0,1,1,0,1,0,1
290usa voter,278,2,0,0,1,0,0,0,1,0,0,1,0,1,0,1
290usa voter,278,3,1,1,0,0,0,1,1,0,0,0,1,0,1,0
290usa voter,278,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1
292usa voter,279,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
292usa voter,279,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0
292usa voter,279,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
292usa voter,279,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1
292usa voter,279,3,1,0,0,1,0,1,0,0,0,0,1,1,0,0
292usa voter,279,3,0,0,0,1,1,0,0,0,1,0,0,1,0,0
293usa voter,280,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
293usa voter,280,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
293usa voter,280,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0
293usa voter,280,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0
293usa voter,280,3,1,0,0,1,0,1,0,1,0,1,0,0,1,1
293usa voter,280,3,0,0,0,1,1,0,0,0,0,0,1,0,1,1
294usa voter,281,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
294usa voter,281,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
294usa voter,281,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0
294usa voter,281,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
294usa voter,281,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1
294usa voter,281,3,1,1,0,0,0,1,0,0,0,0,0,1,0,1
295usa voter,282,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
295usa voter,282,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0
295usa voter,282,2,0,0,1,0,0,0,1,0,0,0,1,1,0,1
295usa voter,282,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1
295usa voter,282,3,0,0,0,1,0,0,0,0,1,1,0,0,0,1
295usa voter,282,3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
296usa voter,283,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0
296usa voter,283,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
296usa voter,283,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0
296usa voter,283,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0
296usa voter,283,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0
296usa voter,283,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
297usa voter,284,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1
297usa voter,284,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
297usa voter,284,2,1,0,0,1,0,1,0,1,0,0,1,0,1,0
297usa voter,284,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1
297usa voter,284,3,0,0,0,0,1,0,0,1,0,1,0,1,0,1
297usa voter,284,3,1,1,0,0,1,0,1,0,0,1,0,1,0,1
298usa voter,285,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
298usa voter,285,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1
298usa voter,285,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1
298usa voter,285,2,1,0,0,1,0,1,1,0,0,1,0,0,1,0
298usa voter,285,3,0,0,1,0,0,1,0,0,1,0,0,0,1,1
298usa voter,285,3,1,0,1,0,1,0,0,1,0,1,0,0,0,1
299usa voter,286,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
299usa voter,286,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1
299usa voter,286,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0
299usa voter,286,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0
299usa voter,286,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0
299usa voter,286,3,1,1,0,0,1,0,0,0,1,0,0,1,0,0
300usa voter,287,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1
300usa voter,287,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0
300usa voter,287,2,1,1,0,0,1,0,1,0,0,1,0,0,0,1
300usa voter,287,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300usa voter,287,3,0,0,0,1,0,1,0,1,0,1,0,0,0,0
300usa voter,287,3,1,0,0,0,1,0,1,0,0,0,0,1,0,1
301usa voter,288,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1
301usa voter,288,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
301usa voter,288,2,1,0,0,1,0,1,0,0,1,0,1,1,0,0
301usa voter,288,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1
301usa voter,288,3,1,0,0,1,1,0,0,1,0,0,1,0,0,0
301usa voter,288,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
302usa voter,289,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0
302usa voter,289,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0
302usa voter,289,2,1,0,1,0,0,1,0,0,1,1,0,1,0,0
302usa voter,289,2,0,0,1,0,0,1,0,0,1,0,1,1,0,1
302usa voter,289,3,1,0,1,0,0,1,0,1,0,0,0,0,1,0
302usa voter,289,3,0,0,0,1,0,1,0,0,1,0,0,0,1,1
303usa voter,290,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1
303usa voter,290,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
303usa voter,290,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0
303usa voter,290,2,1,0,0,1,1,0,0,1,0,0,0,0,1,1
303usa voter,290,3,0,0,0,1,1,0,1,0,0,0,1,0,0,1
303usa voter,290,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0
304usa voter,291,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0
304usa voter,291,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
304usa voter,291,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0
304usa voter,291,2,1,0,1,0,1,0,1,0,0,1,0,1,0,0
304usa voter,291,3,1,0,1,0,0,1,1,0,0,1,0,0,1,1
304usa voter,291,3,0,0,0,0,0,1,0,0,1,1,0,0,0,1
305usa voter,292,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0
305usa voter,292,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0
305usa voter,292,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1
305usa voter,292,2,1,0,1,0,0,1,0,1,0,1,0,0,0,0
305usa voter,292,3,1,0,1,0,0,0,0,0,1,0,0,0,1,0
305usa voter,292,3,0,0,0,0,0,1,1,0,0,0,0,0,1,1
306usa voter,293,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1
306usa voter,293,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
306usa voter,293,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0
306usa voter,293,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1
306usa voter,293,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1
306usa voter,293,3,0,1,0,0,0,1,0,0,1,1,0,0,0,0
307usa voter,294,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
307usa voter,294,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
307usa voter,294,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
307usa voter,294,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0
307usa voter,294,3,1,0,1,0,0,1,0,0,1,0,1,0,1,1
307usa voter,294,3,0,1,0,0,1,0,0,0,1,1,0,0,0,1
308usa voter,295,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
308usa voter,295,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0
308usa voter,295,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1
308usa voter,295,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1
308usa voter,295,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1
308usa voter,295,3,1,0,0,0,1,0,0,1,0,1,0,1,0,1
309usa voter,296,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
309usa voter,296,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1
309usa voter,296,2,1,0,0,1,0,1,1,0,0,0,1,1,0,1
309usa voter,296,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1
309usa voter,296,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1
309usa voter,296,3,1,0,1,0,1,0,0,0,1,0,0,1,0,1
310usa voter,297,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0
310usa voter,297,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
310usa voter,297,2,1,0,0,0,0,1,0,0,0,0,1,0,1,1
310usa voter,297,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0
310usa voter,297,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1
310usa voter,297,3,1,0,1,0,0,1,0,0,1,0,1,1,0,0
311usa voter,298,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1
311usa voter,298,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1
311usa voter,298,2,0,0,0,0,1,0,0,0,1,0,1,0,1,1
311usa voter,298,2,1,1,0,0,0,1,1,0,0,0,1,0,1,1
311usa voter,298,3,0,0,1,0,1,0,1,0,0,1,0,0,1,0
311usa voter,298,3,1,1,0,0,0,1,0,0,1,0,1,0,1,1
312usa voter,299,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
312usa voter,299,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
312usa voter,299,2,1,0,1,0,0,1,1,0,0,0,1,0,1,0
312usa voter,299,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0
312usa voter,299,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0
312usa voter,299,3,0,1,0,0,1,0,0,1,0,0,0,0,1,1
313usa voter,300,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
313usa voter,300,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1
313usa voter,300,2,0,0,0,1,0,1,1,0,0,0,0,1,0,1
313usa voter,300,2,1,1,0,0,0,1,0,0,1,0,0,0,1,1
315usa voter,301,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
315usa voter,301,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
315usa voter,301,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1
315usa voter,301,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1
315usa voter,301,3,0,0,0,1,0,1,0,0,0,1,0,0,1,1
315usa voter,301,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0
316usa voter,302,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
316usa voter,302,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
316usa voter,302,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
316usa voter,302,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1
316usa voter,302,3,0,1,0,0,0,0,0,0,1,0,1,0,1,1
316usa voter,302,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0
317usa voter,303,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
317usa voter,303,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1
317usa voter,303,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1
317usa voter,303,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0
317usa voter,303,3,1,0,1,0,1,0,0,0,0,0,1,0,1,1
317usa voter,303,3,0,1,0,0,0,1,1,0,0,1,0,1,0,0
318usa voter,304,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1
318usa voter,304,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1
318usa voter,304,2,0,0,1,0,1,0,0,0,1,1,0,1,0,1
318usa voter,304,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0
318usa voter,304,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0
318usa voter,304,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0
319usa voter,305,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1
319usa voter,305,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1
319usa voter,305,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1
319usa voter,305,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0
319usa voter,305,3,1,0,0,0,0,1,0,0,1,0,1,1,0,0
319usa voter,305,3,0,0,0,1,0,1,1,0,0,0,0,0,1,1
320usa voter,306,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0
320usa voter,306,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
320usa voter,306,2,0,1,0,0,1,0,0,0,1,0,0,0,1,1
320usa voter,306,2,1,1,0,0,1,0,0,1,0,0,1,0,0,1
320usa voter,306,3,0,1,0,0,0,1,0,0,1,0,1,0,1,1
320usa voter,306,3,1,0,0,1,0,0,0,0,1,0,1,1,0,0
321usa voter,307,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
321usa voter,307,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
321usa voter,307,2,0,0,1,0,0,1,0,0,0,0,1,0,1,1
321usa voter,307,2,1,1,0,0,1,0,0,0,1,0,1,1,0,0
321usa voter,307,3,1,1,0,0,1,0,0,1,0,0,1,1,0,0
321usa voter,307,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
322usa voter,308,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
322usa voter,308,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
322usa voter,308,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0
322usa voter,308,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1
322usa voter,308,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0
322usa voter,308,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1
323usa voter,309,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
323usa voter,309,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
323usa voter,309,2,1,1,0,0,1,0,0,0,1,0,1,1,0,0
323usa voter,309,2,0,0,1,0,1,0,0,1,0,0,1,0,1,1
323usa voter,309,3,1,0,0,1,0,1,1,0,0,0,0,1,0,1
323usa voter,309,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
324usa voter,310,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1
324usa voter,310,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1
324usa voter,310,2,1,1,0,0,1,0,0,0,1,1,0,1,0,0
324usa voter,310,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0
324usa voter,310,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0
324usa voter,310,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0
325usa voter,311,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
325usa voter,311,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
325usa voter,311,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0
325usa voter,311,2,1,0,0,1,1,0,0,0,0,0,1,0,1,1
325usa voter,311,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0
325usa voter,311,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0
326usa voter,312,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
326usa voter,312,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1
326usa voter,312,2,0,0,0,1,0,0,0,1,0,1,0,1,0,1
326usa voter,312,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1
326usa voter,312,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0
326usa voter,312,3,0,0,0,1,1,0,0,1,0,0,1,0,0,0
327usa voter,313,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
327usa voter,313,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0
327usa voter,313,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0
327usa voter,313,2,1,0,0,1,1,0,0,0,0,0,1,0,1,0
327usa voter,313,3,0,0,1,0,0,0,0,0,1,1,0,1,0,0
327usa voter,313,3,1,1,0,0,0,0,0,0,1,0,1,1,0,1
328usa voter,314,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
328usa voter,314,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1
328usa voter,314,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
