responseid,resp_order,contest,winner,orig_1ys,orig_3ys,orig_8ys,orig_FM_sp,orig_MD_sp,orig_law,orig_may,orig_leg,orig_1ch,orig_3ch,orig_45,orig_65,orig_cand_female
1174usa voter,1100,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0
1174usa voter,1100,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1174usa voter,1100,2,1,0,1,0,0,1,0,0,1,0,0,0,0,1
1175usa voter,1101,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1
1175usa voter,1101,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1175usa voter,1101,2,1,0,1,0,0,0,1,0,0,0,1,0,1,1
1175usa voter,1101,2,0,0,0,1,1,0,0,0,1,0,0,0,1,1
1175usa voter,1101,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1175usa voter,1101,3,0,0,0,0,0,1,1,0,0,0,1,1,0,0
1176usa voter,1102,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
1176usa voter,1102,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1176usa voter,1102,2,1,0,0,1,1,0,1,0,0,0,1,1,0,0
1176usa voter,1102,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1176usa voter,1102,3,1,1,0,0,0,0,0,0,1,0,1,1,0,1
1176usa voter,1102,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1177usa voter,1103,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
1177usa voter,1103,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1177usa voter,1103,2,1,0,0,1,1,0,0,0,0,0,0,0,1,1
1177usa voter,1103,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1177usa voter,1103,3,1,1,0,0,0,0,0,0,1,0,1,0,1,1
1177usa voter,1103,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1178usa voter,1104,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
1178usa voter,1104,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1178usa voter,1104,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1178usa voter,1104,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1178usa voter,1104,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1178usa voter,1104,3,1,0,1,0,0,1,0,1,0,0,0,0,0,1
1180usa voter,1105,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0
1180usa voter,1105,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1180usa voter,1105,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1180usa voter,1105,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1180usa voter,1105,3,0,1,0,0,0,0,0,0,1,0,1,1,0,0
1180usa voter,1105,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1181usa voter,1106,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1181usa voter,1106,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1
1181usa voter,1106,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1181usa voter,1106,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1181usa voter,1106,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1181usa voter,1106,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0
1182usa voter,1107,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0
1182usa voter,1107,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
1182usa voter,1107,2,0,0,0,1,0,1,0,0,1,0,0,1,0,1
1182usa voter,1107,2,1,0,1,0,0,0,1,0,0,0,1,0,1,1
1182usa voter,1107,3,1,0,0,0,1,0,0,0,1,0,1,1,0,1
1182usa voter,1107,3,0,0,1,0,0,1,0,0,1,0,0,1,0,1
1183usa voter,1108,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1
1183usa voter,1108,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1183usa voter,1108,2,1,0,0,0,1,0,0,0,1,1,0,1,0,1
1183usa voter,1108,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1183usa voter,1108,3,1,0,1,0,1,0,0,0,0,0,1,1,0,1
1183usa voter,1108,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1184usa voter,1109,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1184usa voter,1109,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0
1184usa voter,1109,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1184usa voter,1109,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1184usa voter,1109,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1184usa voter,1109,3,1,0,0,1,0,1,0,0,0,0,1,0,0,1
1185usa voter,1110,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0
1185usa voter,1110,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1185usa voter,1110,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0
1185usa voter,1110,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1185usa voter,1110,3,1,0,1,0,0,0,0,1,0,0,1,0,1,1
1185usa voter,1110,3,0,0,0,1,1,0,0,1,0,0,0,0,1,1
1186usa voter,1111,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1
1186usa voter,1111,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1
1186usa voter,1111,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1186usa voter,1111,2,1,0,0,0,1,0,0,0,1,1,0,0,1,1
1186usa voter,1111,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0
1186usa voter,1111,3,0,0,0,1,1,0,0,0,1,1,0,0,0,0
1187usa voter,1112,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0
1187usa voter,1112,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
1187usa voter,1112,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1187usa voter,1112,2,1,0,1,0,1,0,1,0,0,0,1,1,0,1
1187usa voter,1112,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1187usa voter,1112,3,1,0,1,0,1,0,0,1,0,1,0,1,0,1
1188usa voter,1113,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1188usa voter,1113,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0
1188usa voter,1113,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1188usa voter,1113,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1188usa voter,1113,3,0,0,0,1,0,1,1,0,0,0,0,1,0,1
1188usa voter,1113,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1189usa voter,1114,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1189usa voter,1114,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0
1189usa voter,1114,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1189usa voter,1114,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1189usa voter,1114,3,1,0,0,0,0,1,0,1,0,0,1,1,0,1
1189usa voter,1114,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1190usa voter,1115,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1190usa voter,1115,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
1190usa voter,1115,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1190usa voter,1115,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1190usa voter,1115,3,0,1,0,0,0,1,0,1,0,0,1,0,1,0
1190usa voter,1115,3,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1191usa voter,1116,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1
1191usa voter,1116,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1191usa voter,1116,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1191usa voter,1116,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1191usa voter,1116,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1191usa voter,1116,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1192usa voter,1117,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
1192usa voter,1117,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1192usa voter,1117,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1192usa voter,1117,2,1,1,0,0,0,1,1,0,0,0,0,0,1,1
1192usa voter,1117,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1
1192usa voter,1117,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1193usa voter,1118,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
1193usa voter,1118,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1193usa voter,1118,2,1,0,0,1,0,0,0,0,1,1,0,1,0,0
1193usa voter,1118,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1193usa voter,1118,3,1,0,0,1,1,0,1,0,0,0,0,0,0,1
1193usa voter,1118,3,0,1,0,0,1,0,1,0,0,1,0,1,0,0
1194usa voter,1119,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1
1194usa voter,1119,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1194usa voter,1119,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1
1194usa voter,1119,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1194usa voter,1119,3,1,0,1,0,0,1,0,0,1,0,0,1,0,1
1194usa voter,1119,3,0,1,0,0,0,1,0,0,0,1,0,1,0,1
1195usa voter,1120,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1195usa voter,1120,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1195usa voter,1120,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1195usa voter,1120,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0
1195usa voter,1120,3,1,1,0,0,1,0,0,1,0,0,0,1,0,1
1195usa voter,1120,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1196usa voter,1121,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1196usa voter,1121,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1196usa voter,1121,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0
1196usa voter,1121,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1196usa voter,1121,3,0,0,0,1,1,0,0,1,0,1,0,0,1,0
1196usa voter,1121,3,1,0,0,0,0,1,0,0,1,0,1,0,0,1
1197usa voter,1122,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1197usa voter,1122,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1
1197usa voter,1122,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1197usa voter,1122,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1
1197usa voter,1122,3,1,1,0,0,1,0,0,0,1,1,0,0,0,1
1197usa voter,1122,3,0,0,0,1,1,0,0,0,1,0,1,1,0,1
1198usa voter,1123,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
1198usa voter,1123,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
1201usa voter,1124,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1
1201usa voter,1124,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1201usa voter,1124,2,0,1,0,0,1,0,0,0,0,0,1,0,1,1
1201usa voter,1124,2,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1201usa voter,1124,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1201usa voter,1124,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1202usa voter,1125,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
1202usa voter,1125,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1202usa voter,1125,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1202usa voter,1125,2,0,1,0,0,1,0,0,1,0,1,0,0,1,1
1202usa voter,1125,3,0,1,0,0,0,1,0,1,0,1,0,0,1,0
1202usa voter,1125,3,1,0,0,0,0,1,0,0,0,1,0,0,1,1
1203usa voter,1126,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1203usa voter,1126,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1203usa voter,1126,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1203usa voter,1126,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1203usa voter,1126,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1203usa voter,1126,3,1,0,0,1,1,0,0,0,0,1,0,1,0,0
1204usa voter,1127,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1204usa voter,1127,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1204usa voter,1127,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0
1204usa voter,1127,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1204usa voter,1127,3,0,1,0,0,0,1,0,0,0,0,1,1,0,1
1204usa voter,1127,3,1,1,0,0,0,0,0,0,1,1,0,0,1,1
1205usa voter,1128,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1205usa voter,1128,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1
1205usa voter,1128,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1205usa voter,1128,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0
1205usa voter,1128,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1205usa voter,1128,3,1,0,1,0,1,0,0,0,1,0,0,0,1,0
1206usa voter,1129,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1206usa voter,1129,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1206usa voter,1129,2,1,1,0,0,1,0,0,1,0,0,0,1,0,1
1206usa voter,1129,2,0,1,0,0,1,0,0,0,0,0,1,0,1,1
1206usa voter,1129,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1206usa voter,1129,3,1,0,1,0,0,1,0,1,0,1,0,0,1,1
1207usa voter,1130,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
1207usa voter,1130,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1207usa voter,1130,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1207usa voter,1130,2,0,0,0,1,1,0,0,1,0,1,0,0,1,1
1207usa voter,1130,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1207usa voter,1130,3,1,0,0,0,0,1,0,0,1,0,0,1,0,1
1208usa voter,1131,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
1208usa voter,1131,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
1208usa voter,1131,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1208usa voter,1131,2,1,0,1,0,0,1,0,0,0,0,1,0,1,1
1208usa voter,1131,3,0,0,0,0,0,1,1,0,0,1,0,0,1,1
1208usa voter,1131,3,1,0,0,1,0,1,0,1,0,0,1,0,1,0
1209usa voter,1132,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1
1209usa voter,1132,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1
1209usa voter,1132,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1209usa voter,1132,2,0,1,0,0,0,0,0,0,1,0,1,0,1,1
1209usa voter,1132,3,1,1,0,0,0,1,0,0,1,0,0,1,0,0
1209usa voter,1132,3,0,1,0,0,0,0,0,1,0,0,1,1,0,1
1211usa voter,1133,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
1211usa voter,1133,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
1211usa voter,1133,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0
1211usa voter,1133,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1211usa voter,1133,3,1,0,0,1,1,0,1,0,0,0,0,1,0,0
1211usa voter,1133,3,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1212usa voter,1134,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1212usa voter,1134,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1
1212usa voter,1134,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1212usa voter,1134,2,1,0,1,0,0,0,0,1,0,0,1,0,1,1
1212usa voter,1134,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1212usa voter,1134,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1213usa voter,1135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1213usa voter,1135,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1213usa voter,1135,2,1,0,1,0,1,0,0,1,0,0,1,0,1,0
1213usa voter,1135,2,0,1,0,0,0,0,0,0,1,0,1,0,1,1
1213usa voter,1135,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0
1213usa voter,1135,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1215usa voter,1136,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1215usa voter,1136,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
1215usa voter,1136,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1215usa voter,1136,2,1,0,0,1,0,1,0,1,0,0,0,1,0,1
1216usa voter,1137,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
1216usa voter,1137,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1
1216usa voter,1137,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1216usa voter,1137,2,0,0,1,0,1,0,1,0,0,0,1,0,0,1
1216usa voter,1137,3,1,0,1,0,0,1,0,1,0,0,1,1,0,1
1216usa voter,1137,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1219usa voter,1138,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
1219usa voter,1138,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0
1219usa voter,1138,2,1,0,0,1,1,0,0,0,1,0,1,0,1,0
1219usa voter,1138,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1
1219usa voter,1138,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1219usa voter,1138,3,1,0,1,0,0,1,0,1,0,0,1,1,0,1
1220usa voter,1139,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1220usa voter,1139,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0
1220usa voter,1139,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1220usa voter,1139,2,1,0,1,0,1,0,0,1,0,0,0,1,0,1
1220usa voter,1139,3,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1220usa voter,1139,3,1,1,0,0,0,1,0,0,1,0,1,1,0,0
1221usa voter,1140,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1221usa voter,1140,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1221usa voter,1140,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1221usa voter,1140,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1221usa voter,1140,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0
1221usa voter,1140,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1222usa voter,1141,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1222usa voter,1141,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1222usa voter,1141,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1222usa voter,1141,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1222usa voter,1141,3,0,0,0,0,1,0,0,0,1,0,0,1,0,1
1222usa voter,1141,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1224usa voter,1142,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1224usa voter,1142,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1224usa voter,1142,2,0,0,0,1,0,1,0,0,1,0,1,0,1,0
1224usa voter,1142,2,1,0,1,0,1,0,0,0,1,0,1,0,0,0
1224usa voter,1142,3,0,1,0,0,1,0,1,0,0,0,1,1,0,0
1224usa voter,1142,3,1,0,0,1,1,0,0,1,0,0,0,0,0,1
1225usa voter,1143,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1
1225usa voter,1143,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1225usa voter,1143,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1
1225usa voter,1143,2,0,1,0,0,1,0,1,0,0,0,0,0,1,1
1225usa voter,1143,3,0,0,0,1,1,0,0,1,0,0,1,0,0,1
1225usa voter,1143,3,1,1,0,0,1,0,0,1,0,1,0,1,0,0
1226usa voter,1144,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
1226usa voter,1144,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1226usa voter,1144,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0
1226usa voter,1144,2,1,1,0,0,0,1,0,1,0,0,1,0,0,1
1226usa voter,1144,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1226usa voter,1144,3,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1227usa voter,1145,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1227usa voter,1145,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1227usa voter,1145,2,1,0,0,1,0,1,0,1,0,0,0,0,1,1
1227usa voter,1145,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1227usa voter,1145,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1227usa voter,1145,3,1,1,0,0,1,0,0,0,0,1,0,1,0,1
1228usa voter,1146,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1228usa voter,1146,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1
1228usa voter,1146,2,1,0,0,1,1,0,0,0,1,0,0,0,1,0
1228usa voter,1146,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1228usa voter,1146,3,1,0,1,0,0,1,0,0,0,0,1,1,0,1
1228usa voter,1146,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1
1229usa voter,1147,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1229usa voter,1147,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1229usa voter,1147,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1229usa voter,1147,2,1,0,0,1,0,0,0,1,0,0,1,1,0,0
1229usa voter,1147,3,1,0,0,0,0,0,0,0,1,0,0,1,0,1
1229usa voter,1147,3,0,0,1,0,1,0,0,1,0,1,0,1,0,1
1230usa voter,1148,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1230usa voter,1148,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0
1230usa voter,1148,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1230usa voter,1148,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1230usa voter,1148,3,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1230usa voter,1148,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1231usa voter,1149,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1231usa voter,1149,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1
1231usa voter,1149,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1231usa voter,1149,3,1,0,0,0,0,1,0,0,1,1,0,0,0,1
1232usa voter,1150,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1
1232usa voter,1150,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1232usa voter,1150,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1232usa voter,1150,2,1,0,1,0,0,1,1,0,0,0,0,0,0,1
1232usa voter,1150,3,1,0,1,0,0,0,0,1,0,1,0,0,1,0
1232usa voter,1150,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1233usa voter,1151,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1233usa voter,1151,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
1233usa voter,1151,2,1,0,0,0,1,0,0,1,0,0,1,1,0,1
1233usa voter,1151,2,0,1,0,0,0,1,1,0,0,0,1,1,0,0
1233usa voter,1151,3,0,1,0,0,0,1,1,0,0,1,0,0,1,0
1233usa voter,1151,3,1,0,1,0,1,0,0,0,0,0,1,0,0,1
1234usa voter,1152,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1234usa voter,1152,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1
1234usa voter,1152,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1234usa voter,1152,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0
1234usa voter,1152,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1234usa voter,1152,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1235usa voter,1153,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1
1235usa voter,1153,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1235usa voter,1153,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1235usa voter,1153,2,1,0,1,0,0,1,0,1,0,0,1,0,0,1
1235usa voter,1153,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1235usa voter,1153,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1236usa voter,1154,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1
1236usa voter,1154,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
1236usa voter,1154,2,1,0,1,0,0,1,0,0,1,0,0,0,0,1
1236usa voter,1154,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1236usa voter,1154,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1236usa voter,1154,3,0,0,0,0,0,1,1,0,0,0,1,0,1,0
1237usa voter,1155,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1
1237usa voter,1155,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1237usa voter,1155,2,1,1,0,0,0,0,1,0,0,1,0,1,0,1
1237usa voter,1155,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1237usa voter,1155,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1237usa voter,1155,3,1,1,0,0,0,1,0,0,1,0,1,0,0,1
1238usa voter,1156,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1238usa voter,1156,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
1238usa voter,1156,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1238usa voter,1156,2,1,0,0,1,1,0,0,0,1,1,0,0,1,0
1238usa voter,1156,3,1,0,0,1,1,0,0,0,1,1,0,0,0,0
1238usa voter,1156,3,0,0,0,0,0,1,0,0,1,0,1,0,1,1
1239usa voter,1157,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1239usa voter,1157,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1
1239usa voter,1157,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1239usa voter,1157,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1239usa voter,1157,3,0,0,1,0,1,0,0,1,0,0,1,0,1,0
1239usa voter,1157,3,1,0,0,1,1,0,1,0,0,0,1,0,0,1
1240usa voter,1158,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1240usa voter,1158,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0
1240usa voter,1158,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1240usa voter,1158,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0
1240usa voter,1158,3,1,1,0,0,0,1,0,1,0,0,0,0,0,1
1240usa voter,1158,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1241usa voter,1159,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1
1241usa voter,1159,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1241usa voter,1159,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1241usa voter,1159,2,1,0,0,1,0,1,0,0,1,0,0,1,0,1
