G,term,estimate,std.error,statistic,p.value,e_value,conf.low,conf.high
5,canon,0.3414038143299448,0.2254762332662048,1.5141454573035733,0.9564342623520314,1.0455501641491107,-Inf,Inf
5,sony,0.3436767451205514,0.2112564570301671,1.626822441083895,0.947061682163077,1.055897433962287,-Inf,Inf
5,nikon,0.3862896664579256,0.22268341913886244,1.7347033198598432,0.9384885843386119,1.0655430622043607,-Inf,Inf
5,panasonic,0.2595119478364358,0.2409880572630708,1.0768664255969485,0.9956725400266937,1.0043462682753008,-Inf,Inf
5,pixels,0.16552525593055126,0.055762267466773756,2.9684097051681113,0.869121883346154,1.1505866083476808,-Inf,Inf
5,zoom,0.058298428304915995,0.06477220753271593,0.9000531327494115,1,0.9883591078608961,-Inf,Inf
5,video,0.04490755545086643,0.0521679273409166,0.8608269053396782,1,0.9849675878773607,-Inf,Inf
5,swivel,0.08232670450107411,0.024304216496603165,3.3873424602097484,0.8551028078016516,1.169450025045361,-Inf,Inf
5,wifi,0.06223816005162397,0.08912264011204556,0.6983428674619351,1,0.971791480007538,-Inf,Inf
5,price,-0.19460440655144048,0.07946602075593925,-2.4489008597664785,0.8923533852202841,1.1206322703119938,-Inf,Inf
6,canon,0.5278569206238275,0.24850729190564605,2.1241103895826354,0.8850870800445096,1.129832332373117,-Inf,Inf
6,sony,0.48192060912422274,0.21197643141432604,2.2734631671493126,0.8725740859284449,1.1460344928029467,-Inf,Inf
6,nikon,0.5419302842055391,0.2293120304300313,2.3632876268604464,0.8654967559580821,1.1554058326804777,-Inf,Inf
6,panasonic,0.4402486505325976,0.25805193873858323,1.7060466690722553,0.9250754594805277,1.08099289604066,-Inf,Inf
6,pixels,0.0996565793182248,0.0730987035972732,1.3633152766602865,0.9625419233812134,1.038915787155747,-Inf,Inf
6,zoom,0.03111670023955906,0.06040995135343239,0.5150922909622747,1,0.9509872557746016,-Inf,Inf
6,video,0.035795765008194695,0.045204962342925946,0.7918547688779641,1,0.9742918948985566,-Inf,Inf
6,swivel,0.06071168486826641,0.026613569736543854,2.281230420017705,0.8719489319646732,1.146856155608566,-Inf,Inf
6,wifi,0.05058957843323612,0.07024974284286697,0.7201389839446635,1,0.9675492846453196,-Inf,Inf
6,price,-0.24272923038938357,0.0787232334268974,-3.083323941651642,0.8197421296464796,1.2198958231306936,-Inf,Inf
7,canon,0.5647976243915518,0.2152899366405571,2.623427890800694,0.8104555085540092,1.233874024478124,-Inf,Inf
7,sony,0.5483989422333422,0.19329049124120098,2.837174962471448,0.7927814327680845,1.2613817108561545,-Inf,Inf
7,nikon,0.5957202831304916,0.20256069739786858,2.940947038508567,0.7848879680003791,1.2740671799921348,-Inf,Inf
7,panasonic,0.5046068737859346,0.228110883619278,2.2121122227036496,0.8502850373677432,1.1760762050990978,-Inf,Inf
7,pixels,0.08346183619276012,0.06157065727959185,1.3555456426875647,0.9570757659517078,1.0448493584054013,-Inf,Inf
7,zoom,0.04219167531426527,0.053134095144826025,0.7940602959223202,1,0.9696576293076712,-Inf,Inf
7,video,0.016892450147077787,0.041213113477294165,0.40988046574992365,1,0.9355596496373998,-Inf,Inf
7,swivel,0.0684361989323926,0.026676385590978166,2.5654224669603445,0.8155966915418458,1.226096194811125,-Inf,Inf
7,wifi,0.05985565019496592,0.058487047922186286,1.023400091497189,1,0.9976857767593595,-Inf,Inf
7,price,-0.26760296978288883,0.07066939307566052,-3.7866883828531828,0.7345300506571972,1.3614146883511191,-Inf,Inf
8,canon,0.46913885032417907,0.20296541545309102,2.311422609989462,0.8114547387969896,1.2323546245876085,-Inf,Inf
8,sony,0.4563126471297387,0.18302731422071977,2.4931396118256615,0.7897671712610206,1.2661959579850615,-Inf,Inf
8,nikon,0.5044848173039502,0.19137667658065963,2.6360830709238736,0.7739353742258387,1.2920975488428759,-Inf,Inf
8,panasonic,0.43889051973248455,0.20103338939326684,2.1831722633592734,0.8278237838620843,1.2079865540159453,-Inf,Inf
8,pixels,0.11894715060535987,0.06145772562532262,1.9354304018752968,0.8618667273543174,1.160272195528086,-Inf,Inf
8,zoom,0.027801763461057144,0.04753849110165004,0.5848263757806179,1,0.9416040430975846,-Inf,Inf
8,video,0.06297128174632703,0.058227661888565936,1.0814667754793121,0.9945833522994494,1.0054461475632257,-Inf,Inf
8,swivel,0.09292199693670643,0.032270081548022723,2.8795092072644612,0.749367234496371,1.3344591996633965,-Inf,Inf
8,wifi,0.07052597503007288,0.053450709446754036,1.319458165477274,0.9569759621477172,1.044958326597593,-Inf,Inf
8,price,-0.24541894705634057,0.06304379823029836,-3.8928325060591624,0.6742564069693999,1.483115309937846,-Inf,Inf
9,canon,0.45712707089837157,0.17893639410776602,2.5546903030976624,0.7506073046421461,1.3322545541663127,-Inf,Inf
9,sony,0.3623298471728847,0.18373209983618766,1.9720552233166206,0.8370891878030684,1.1946158361267205,-Inf,Inf
9,nikon,0.44067162501771245,0.1810040986994484,2.43459473119133,0.7668097489027594,1.304104442374287,-Inf,Inf
9,panasonic,0.3511293823302564,0.19401561661007918,1.8097995845145547,0.8644633400403735,1.156787053518425,-Inf,Inf
9,pixels,0.105691594913351,0.055849565772512925,1.8924336017911974,0.8503674851512215,1.1759621780719534,-Inf,Inf
9,zoom,0.04590066849532645,0.045822906861802286,1.001697003504354,1,0.991585676287752,-Inf,Inf
9,video,0.0762284741302251,0.05356150555717343,1.423195134962294,0.93346118122248245,1.071281827371093,-Inf,Inf
9,swivel,0.08802719084754153,0.028162307541469103,3.1257094511137327,0.6848028546113482,1.46027428663033,-Inf,Inf
9,wifi,0.07060743172452008,0.0475880583387817,1.4837216349921727,0.9224539354002822,1.0840649723783422,-Inf,Inf
9,price,-0.2107035342644842,0.06517573367644602,-3.2328525108821404,0.6743688723462175,1.4828679688623072,-Inf,Inf
10,canon,0.49532951871569714,0.16450905701485383,3.010955917588008,0.6581078032163514,1.5195078908238568,-Inf,Inf
10,sony,0.38792301337100704,0.16831606747089492,2.3047295436491018,0.759729372827908,1.3162581779321538,-Inf,Inf
10,nikon,0.44849129395643017,0.162817990728042,2.754556127065551,0.6913311763116566,1.4464847445982871,-Inf,Inf
10,panasonic,0.3873406433698926,0.17929555677724124,2.160347140398626,0.7844566620502161,1.2747676810933708,-Inf,Inf
10,pixels,0.11288658035477242,0.05059291324069605,2.231272585899806,0.7721456601696681,1.2950924308507596,-Inf,Inf
10,zoom,0.06752159163078437,0.046407342203368666,1.4549764848606874,0.9205669496292479,1.0862870977529044,-Inf,Inf
10,video,0.06887796155103525,0.04749460432181061,1.450227084414406,0.9215327863352141,1.0851485859519305,-Inf,Inf
10,swivel,0.06436101453089783,0.033598925420108595,1.9155676476598997,0.8292293338205411,1.2059390077201688,-Inf,Inf
10,wifi,0.06948050097680707,0.04158116506327736,1.6709608995099843,0.8769384471543319,1.1403308900926892,-Inf,Inf
10,price,-0.2267743751386619,0.06113369305185934,-3.7094826734300277,0.5860999410870648,1.7061936538421365,-Inf,Inf
11,canon,0.48540609340399865,0.14970919758689502,3.242326465094148,0.5920350312937296,1.6890892382073663,-Inf,Inf
11,sony,0.37087017012191426,0.15239204929480912,2.4336582639193307,0.7122230538207288,1.4040545228569734,-Inf,Inf
11,nikon,0.45721720401266863,0.14715400191746988,3.1070660536238432,0.6091017390643249,1.6417618533418668,-Inf,Inf
11,panasonic,0.36023241659230826,0.16566649004472575,2.174443464668411,0.7604237293952008,1.315056278945089,-Inf,Inf
11,pixels,0.10228145142790168,0.04612142223316822,2.2176560581938425,0.752066585939336,1.3296694982811843,-Inf,Inf
11,zoom,0.05887708378326477,0.0415433815542362,1.4172434111170962,0.9223892560492823,1.0841409886788307,-Inf,Inf
11,video,0.08854453912350581,0.04608125364814035,1.9214872017067857,0.8117153234872673,1.2319590022076086,-Inf,Inf
11,swivel,0.06256017367201679,0.031185966339590473,2.0060360801645856,0.7941445939579861,1.259216530098176,-Inf,Inf
11,wifi,0.0730194395851636,0.03897529356853042,1.8734801690915612,0.8218635554056967,1.216746981202214,-Inf,Inf
11,price,-0.21899530752923022,0.05554448876968576,-3.942700930011083,0.5198761990834139,1.9235348757321173,-Inf,Inf
12,canon,0.4571719451621557,0.1399978103970306,3.2655649675207523,0.5521934749199016,1.8109594651495204,-Inf,Inf
12,sony,0.34821870830482116,0.1409312434170632,2.470841098551329,0.6800920725688452,1.4703891433740697,-Inf,Inf
12,nikon,0.4356304216919302,0.1365172578408817,3.1910282156390894,0.562247420345395,1.7785764128285173,-Inf,Inf
12,panasonic,0.3469954796765751,0.15239073459292193,2.2770116608696496,0.7185965184387766,1.391601509804975,-Inf,Inf
12,pixels,0.09703453807892184,0.04365055906421069,2.2229850008606404,0.7298355751306933,1.370171630535998,-Inf,Inf
12,zoom,0.06651215312941673,0.03971412702139142,1.6747731378708377,0.8544334932569524,1.1703661056031094,-Inf,Inf
12,video,0.08529612667891767,0.0429816008617486,1.9844799860590305,0.7819065461441109,1.278925218021762,-Inf,Inf
12,swivel,0.06546252136616793,0.028503268496980993,2.2966671830320644,0.7145614584195984,1.399459750056641,-Inf,Inf
12,wifi,0.07299654658643051,0.03453318659209087,2.1138085937064637,0.7531914542278936,1.3276836777511145,-Inf,Inf
12,price,-0.22426217603401366,0.051078415405343,-4.39054685338878,0.4384533828121925,2.2807441776047166,-Inf,Inf
13,canon,0.4717490365595693,0.12911134523376128,3.653815516409102,0.4675231076605929,2.138931709715552,-Inf,Inf
13,sony,0.3280500346335217,0.1297099000412406,2.5291056004917114,0.6441594283757991,1.5524107168957022,-Inf,Inf
13,nikon,0.3947438734660628,0.1322304698116411,2.9852716550759086,0.5607903054169633,1.783197730667744,-Inf,Inf
13,panasonic,0.31423040334456054,0.14383000672136972,2.1847346774675036,0.7186339355263178,1.3915290533386981,-Inf,Inf
13,pixels,0.08167772828714877,0.043831420081622254,1.8634515636283209,0.7962308539433098,1.255917169056599,-Inf,Inf
13,zoom,0.05623921116092604,0.039727751615510405,1.415615253166486,0.9123551944000595,1.0960643465811288,-Inf,Inf
13,video,0.0830286107911399,0.03924023142879277,2.115905227057788,0.7346559537127321,1.36118137333033,-Inf,Inf
13,swivel,0.049195879495805436,0.030984260389508505,1.5877700121724874,0.8672158520625849,1.153115452884771,-Inf,Inf
13,wifi,0.077464628408354,0.03134176460068996,2.471610306416783,0.6559085498656831,1.5246027822091661,-Inf,Inf
13,price,-0.19901922291111898,0.05329912554709565,-3.734005405684631,0.4583217781403269,2.181873189743614,-Inf,Inf
14,canon,0.4969852466445215,0.1239597097264547,4.009248228648103,0.3924602652837047,2.548028650179687,-Inf,Inf
14,sony,0.35490955909119104,0.12603874864065476,2.8158765690626053,0.5626611825457175,1.7772685072668004,-Inf,Inf
14,nikon,0.42680403472507344,0.12783370394102353,3.3387441775291187,0.4751427171022202,2.1046308067158357,-Inf,Inf
14,panasonic,0.34644769770895883,0.13999968295549822,2.4746320162673823,0.6327108814366992,1.5805007142113565,-Inf,Inf
14,pixels,0.08462792569017052,0.04128594857511046,2.0497997166326245,0.7344649657797966,1.3615353306039306,-Inf,Inf
14,zoom,0.06053291286635221,0.036380883283958755,1.6638659483301412,0.8382524551652178,1.1929580329149194,-Inf,Inf
14,video,0.08906624803513982,0.03719587473787816,2.394519517629191,0.6506975597546335,1.5368122793899552,-Inf,Inf
14,swivel,0.041081853920726254,0.03039312420948873,1.351682493631257,0.9255552477869141,1.080432532137968,-Inf,Inf
14,wifi,0.06671139561946696,0.03114564205089233,2.141917495566789,0.7111176673572467,1.4062370348866982,-Inf,Inf
14,price,-0.21125582715425792,0.05149654388691331,-4.102330199443614,0.3831204808344799,2.610144980560388,-Inf,Inf
15,canon,0.4811948658567491,0.11662060888213471,4.126156349801601,0.34667974662205137,2.8845065503356193,-Inf,Inf
15,sony,0.3562109448633106,0.11551885505573048,3.0835740597624652,0.4871666762447914,2.052685556631793,-Inf,Inf
15,nikon,0.4224415762940585,0.11804962318045766,3.5785084688350866,0.41067824234637373,2.4349962985294487,-Inf,Inf
15,panasonic,0.33936965819833587,0.12795951579874087,2.6521642886810244,0.5715725015480949,1.7495593250051675,-Inf,Inf
15,pixels,0.07525867384800736,0.03955726488869616,1.9025247084136292,0.7604743381674928,1.3149687633243348,-Inf,Inf
15,zoom,0.0711820748529986,0.03553891234671077,2.0029334088381776,0.7323579138405184,1.3654525759897291,-Inf,Inf
15,video,0.07869693209823123,0.036590559876748203,2.1507441362830826,0.6923714148756578,1.4443115046561952,-Inf,Inf
15,swivel,0.05260586846411285,0.030753795801261856,1.7105487987259897,0.8159425476776526,1.2255764855579774,-Inf,Inf
15,wifi,0.08460637312195066,0.03391467372539068,2.494683387108895,0.6068904248970545,1.6477439072623823,-Inf,Inf
15,price,-0.21148127774481396,0.047437399748641744,-4.458112773157834,0.31616770690678053,3.1628783653570345,-Inf,Inf
16,canon,0.48300328116675423,0.10740275012509716,4.497122099798907,0.2812827196799401,3.5551419622856972,-Inf,Inf
16,sony,0.3708388643419541,0.10801735694540986,3.4331414397537037,0.4030058500787841,2.481353558030259,-Inf,Inf
16,nikon,0.417019983721818,0.10915968376766484,3.8202747509730983,0.3501782190161611,2.8556887484593925,-Inf,Inf
16,panasonic,0.35682424693305376,0.11948058442186907,2.986462182618372,0.47963438660196595,2.084921406666928,-Inf,Inf
16,pixels,0.08092919706423149,0.036503730889555296,2.2170116613309663,0.658551045803809,1.51848517494863,-Inf,Inf
16,zoom,0.06590263412560089,0.033568292341002004,1.9632405919291906,0.7305809200823689,1.3687737696287712,-Inf,Inf
16,video,0.08249703655839338,0.0342849977171125,2.406213855957676,0.6088257857978646,1.642505989935204,-Inf,Inf
16,swivel,0.06495869243303237,0.031185807437947535,2.0829568887156436,0.6958948968879196,1.4369986106695927,-Inf,Inf
16,wifi,0.08655036394815734,0.031668835945035716,2.732982168917536,0.531733353937248,1.8806418529051199,-Inf,Inf
16,price,-0.2187753639383429,0.04487110254249063,-4.875640479998767,0.25259806550259006,3.958858505152512,-Inf,Inf
